#AFFY	Barcode
222288_at	0
222289_at	0
222290_at	0
222291_at	1
222292_at	0
222293_at	0
222294_s_at	1
222295_x_at	0
222296_at	0
222297_x_at	0
222298_at	1
222299_x_at	0
222300_at	1
222301_at	0
222302_at	0
222303_at	0
222304_x_at	0
222305_at	0
222306_at	0
222307_at	0
222308_x_at	0
222309_at	1
222310_at	0
222311_s_at	1
222312_s_at	0
222313_at	0
222314_x_at	0
222315_at	0
222316_at	0
222317_at	0
222318_at	0
222319_at	0
222320_at	0
222321_at	0
222322_at	0
222323_at	0
222324_at	0
222325_at	0
222326_at	0
222327_x_at	0
222328_x_at	1
222329_x_at	1
222330_at	0
222331_at	0
222332_at	0
222333_at	0
222334_at	0
222335_at	0
222336_at	0
222337_at	0
222338_x_at	0
222339_x_at	1
222340_at	0
222341_x_at	0
222342_at	0
222343_at	1
222344_at	0
222345_at	0
222346_at	0
222347_at	0
222348_at	0
222349_x_at	0
222350_at	0
222351_at	0
222352_at	0
222353_at	0
222354_at	0
222355_at	0
222356_at	0
222357_at	0
222358_x_at	0
222359_x_at	0
222360_at	0
222361_at	0
222362_at	0
222363_at	0
222364_at	0
222365_at	0
222366_at	0
222367_at	0
222368_at	0
222369_at	1
222370_x_at	0
222371_at	0
222372_at	0
222373_at	0
222374_at	0
222375_at	0
222376_at	0
222377_at	0
222378_at	0
222379_at	0
222380_s_at	1
222381_at	0
222382_x_at	0
222383_s_at	0
222384_at	0
222385_x_at	0
222386_s_at	0
222387_s_at	0
222388_s_at	1
222389_s_at	0
222390_at	1
222391_at	1
222392_x_at	1
222393_s_at	0
222394_at	0
222395_s_at	0
222396_at	1
222397_at	0
222398_s_at	1
222399_s_at	1
222400_s_at	1
222401_s_at	1
222402_at	1
222403_at	0
222404_x_at	1
222405_at	1
222406_s_at	0
222407_s_at	0
222408_s_at	1
222409_at	1
222410_s_at	1
222411_s_at	0
222412_s_at	0
222413_s_at	0
222414_at	0
222415_at	1
222416_at	0
222417_s_at	1
222418_s_at	0
222419_x_at	0
222420_s_at	1
222421_at	0
222422_s_at	0
222423_at	0
222424_s_at	0
222425_s_at	0
222426_at	0
222427_s_at	0
222428_s_at	0
222429_at	0
222430_s_at	1
222431_at	1
222432_s_at	1
222433_at	1
222434_at	1
222435_s_at	1
222436_s_at	0
222437_s_at	1
222438_at	0
222439_s_at	1
222440_s_at	0
222441_x_at	1
222442_s_at	0
222443_s_at	1
222444_at	1
222445_at	1
222446_s_at	0
222447_at	0
222448_s_at	1
222449_at	0
222450_at	0
222451_s_at	0
222452_s_at	0
222453_at	0
222454_s_at	0
222455_s_at	0
222456_s_at	1
222457_s_at	1
222458_s_at	0
222459_at	1
222460_s_at	0
222461_s_at	0
222462_s_at	0
222463_s_at	0
222464_s_at	1
222465_at	1
222466_s_at	0
222467_s_at	1
222468_at	1
222469_s_at	0
222470_s_at	0
222471_s_at	0
222472_at	1
222473_s_at	0
222474_s_at	1
222475_at	1
222476_at	1
222477_s_at	1
222478_at	0
222479_s_at	0
222480_at	0
222481_at	0
222482_at	0
222483_at	0
222484_s_at	0
222485_at	0
222486_s_at	0
222487_s_at	1
222488_s_at	1
222489_s_at	1
222490_at	0
222491_at	0
222492_at	0
222493_s_at	0
222494_at	1
222495_at	0
222496_s_at	0
222497_x_at	0
222498_at	0
222499_at	0
222500_at	1
222501_s_at	0
222502_s_at	0
222503_s_at	0
222504_s_at	0
222505_at	0
222506_at	0
222507_s_at	0
222508_s_at	0
222509_s_at	0
222510_s_at	0
222511_x_at	0
222512_at	0
222513_s_at	0
222514_at	1
222515_x_at	0
222516_at	1
222517_at	0
222518_at	0
222519_s_at	0
222520_s_at	0
222521_x_at	0
222522_x_at	0
222523_at	1
222524_s_at	0
222525_s_at	1
222526_at	0
222527_s_at	0
222528_s_at	0
222529_at	0
222530_s_at	1
222531_s_at	0
222532_at	0
222533_at	0
222534_s_at	0
222535_at	0
222536_s_at	0
222537_s_at	0
222538_s_at	0
222539_at	0
222540_s_at	1
222541_at	0
222542_x_at	0
222543_at	0
222544_s_at	1
222545_s_at	0
222546_s_at	0
222547_at	0
222548_s_at	1
222549_at	0
222550_at	1
222551_s_at	0
222552_at	0
222553_x_at	1
222554_s_at	0
222555_s_at	0
222556_at	1
222557_at	1
222558_at	0
222559_s_at	0
222560_at	0
222561_at	0
222562_s_at	0
222563_s_at	0
222564_at	0
222565_s_at	1
222566_at	0
222567_s_at	0
222568_at	0
222569_at	0
222570_at	0
222571_at	0
222572_at	0
222573_s_at	0
222574_s_at	1
222575_at	0
222576_s_at	0
222577_at	0
222578_s_at	1
222579_at	0
222580_at	1
222581_at	0
222582_at	0
222583_s_at	0
222584_at	0
222585_x_at	0
222586_s_at	0
222587_s_at	0
222588_s_at	0
222589_at	1
222590_s_at	0
222591_at	0
222592_s_at	0
222593_s_at	1
222594_s_at	0
222595_s_at	0
222596_s_at	0
222597_at	0
222598_s_at	0
222599_s_at	0
222600_s_at	0
222601_at	1
222602_at	1
222603_at	1
222604_at	1
222605_at	0
222606_at	1
222607_s_at	1
222608_s_at	1
222609_s_at	0
222610_s_at	0
222611_s_at	0
222612_at	0
222613_at	1
222614_at	0
222615_s_at	0
222616_s_at	1
222617_s_at	0
222618_at	1
222619_at	0
222620_s_at	1
222621_at	0
222622_at	0
222623_s_at	1
222624_s_at	1
222625_s_at	0
222626_at	1
222627_at	0
222628_s_at	0
222629_at	0
222630_at	1
222631_at	1
222632_s_at	0
222633_at	1
222634_s_at	0
222635_s_at	0
222636_at	0
222637_at	0
222638_s_at	0
222639_s_at	0
222640_at	0
222641_s_at	0
222642_s_at	1
222643_s_at	0
222644_s_at	0
222645_s_at	0
222646_s_at	1
222647_at	0
222648_at	0
222649_at	0
222650_s_at	0
222651_s_at	0
222652_s_at	0
222653_at	0
222654_at	1
222655_s_at	0
222656_at	0
222657_s_at	0
222658_s_at	0
222659_at	0
222660_s_at	1
222661_at	0
222662_at	0
222663_at	0
222664_at	0
222665_at	1
222666_s_at	0
222667_s_at	0
222668_at	0
222669_s_at	1
222670_s_at	0
222671_s_at	0
222672_at	0
222673_x_at	1
222674_at	0
222675_s_at	0
222676_at	0
222677_x_at	0
222678_s_at	1
222679_s_at	0
222680_s_at	1
222681_at	0
222682_s_at	0
222683_at	0
222684_s_at	0
222685_at	1
222686_s_at	0
222687_s_at	0
222688_at	0
222689_at	0
222690_s_at	0
222691_at	0
222692_s_at	0
222693_at	0
222694_at	0
222695_s_at	0
222696_at	0
222697_s_at	1
222698_s_at	0
222699_s_at	0
222700_at	0
222701_s_at	1
222702_x_at	0
222703_s_at	1
222704_at	0
222705_s_at	0
222706_at	0
222707_s_at	0
222708_s_at	0
222709_at	0
222710_at	0
222711_s_at	0
222712_s_at	0
222713_s_at	0
222714_s_at	1
222715_s_at	0
222716_s_at	0
222717_at	0
222718_at	0
222719_s_at	0
222720_x_at	1
222721_at	0
222722_at	0
222723_at	0
222724_at	0
222725_s_at	0
222726_s_at	0
222727_s_at	0
222728_s_at	1
222729_at	0
222730_s_at	1
222731_at	0
222732_at	0
222733_x_at	0
222734_at	0
222735_at	1
222736_s_at	0
222737_s_at	1
222738_at	0
222739_at	0
222740_at	1
222741_s_at	0
222742_s_at	1
222743_s_at	0
222744_s_at	0
222745_s_at	0
222746_s_at	0
222747_s_at	0
222748_s_at	1
222749_at	0
222750_s_at	0
222751_at	0
222752_s_at	1
222753_s_at	0
222754_at	0
222755_s_at	0
222756_s_at	0
222757_s_at	0
222758_s_at	0
222759_at	1
222760_at	0
222761_at	1
222762_x_at	0
222763_s_at	1
222764_at	1
222765_x_at	0
222766_at	0
222767_s_at	0
222768_s_at	1
222769_at	0
222770_s_at	0
222771_s_at	1
222772_at	1
222773_s_at	0
222774_s_at	1
222775_s_at	0
222776_at	0
222777_s_at	0
222778_s_at	1
222779_s_at	0
222780_s_at	0
222781_s_at	1
222782_s_at	0
222783_s_at	0
222784_at	0
222785_x_at	0
222786_at	0
222787_s_at	1
222788_s_at	0
222789_at	0
222790_s_at	0
222791_at	0
222792_s_at	1
222793_at	0
222794_x_at	0
222795_s_at	0
222796_at	0
222797_at	0
222798_at	0
222799_at	0
222800_at	1
222801_s_at	0
222802_at	0
222803_at	1
222804_x_at	0
222805_at	0
222806_s_at	0
222807_at	0
222808_at	0
222809_x_at	0
222810_s_at	0
222811_at	1
222812_s_at	0
222813_at	0
222814_s_at	0
222815_at	0
222816_s_at	0
222817_at	0
222818_at	0
222819_at	0
222820_at	0
222821_s_at	0
222822_s_at	0
222823_at	0
222824_at	0
222825_at	0
222826_at	1
222827_s_at	0
222828_at	0
222829_s_at	0
222830_at	0
222831_at	0
222832_s_at	1
222833_at	0
222834_s_at	0
222835_at	1
222836_at	0
222837_s_at	1
222838_at	0
222839_s_at	1
222840_at	0
222841_s_at	0
222842_at	0
222843_at	1
222844_s_at	1
222845_x_at	1
222846_at	0
222847_s_at	0
222848_at	1
222849_s_at	1
222850_s_at	0
222851_at	0
222852_at	0
222853_at	0
222854_s_at	0
222855_s_at	0
222856_at	0
222857_s_at	0
222858_s_at	0
222859_s_at	0
222860_s_at	0
222861_x_at	0
222862_s_at	1
222863_at	0
222864_s_at	0
222865_x_at	0
222866_s_at	0
222867_s_at	1
222868_s_at	0
222869_s_at	1
222870_s_at	1
222871_at	0
222872_x_at	0
222873_s_at	0
222874_s_at	0
222875_at	0
222876_s_at	0
222877_at	1
222878_s_at	0
222879_s_at	0
222880_at	0
222881_at	0
222882_s_at	0
222883_at	1
222884_at	0
222885_at	0
222886_at	1
222887_s_at	0
222888_at	0
222889_at	0
222890_at	1
222891_s_at	0
222892_s_at	0
222893_s_at	0
222894_x_at	1
222895_s_at	0
222896_at	0
222897_s_at	0
222898_s_at	0
222899_at	0
222900_at	1
222901_s_at	0
222902_s_at	1
222903_s_at	0
222904_s_at	0
222905_s_at	0
222906_at	1
222907_x_at	0
222908_at	0
222909_s_at	0
222910_s_at	1
222911_s_at	0
222912_at	0
222913_at	0
222914_s_at	0
222915_s_at	0
222916_s_at	0
222917_s_at	0
222918_at	0
222919_at	0
222920_s_at	0
222921_s_at	0
222922_at	0
222923_s_at	0
222924_at	0
222925_at	1
222926_at	0
222927_s_at	0
222928_s_at	0
222929_at	0
222930_s_at	0
222931_s_at	0
222932_at	0
222933_at	0
222934_s_at	0
222935_x_at	0
222936_s_at	1
222937_s_at	0
222938_x_at	0
222939_s_at	0
222940_at	0
222941_at	0
222942_s_at	0
222943_at	0
222944_s_at	0
222945_x_at	0
222946_s_at	0
222947_at	0
222948_s_at	1
222949_at	0
222950_at	0
222951_s_at	1
222952_s_at	0
222953_at	0
222954_at	0
222955_s_at	0
222956_at	0
222957_at	0
222958_s_at	1
222959_at	0
222960_at	0
222961_at	0
222962_s_at	0
222963_s_at	0
222964_at	0
222965_at	0
222966_at	0
222967_at	0
222968_at	1
222969_at	0
222970_at	0
222971_at	0
222972_at	0
222973_at	0
222974_at	0
222975_s_at	1
222976_s_at	1
222977_at	0
222978_at	1
222979_s_at	0
222980_at	1
222981_s_at	1
222982_x_at	1
222983_s_at	1
222984_at	1
222985_at	1
222986_s_at	0
222987_s_at	0
222988_s_at	1
222989_s_at	1
222990_at	1
222991_s_at	1
222992_s_at	1
222993_at	0
222994_at	1
222995_s_at	0
222996_s_at	0
222997_s_at	1
222998_at	1
222999_s_at	1
223000_s_at	1
223001_at	1
223002_s_at	1
223003_at	1
223004_s_at	1
223005_s_at	0
223006_s_at	1
223007_s_at	0
223008_s_at	1
223009_at	0
223010_s_at	1
223011_s_at	1
223012_at	1
223013_at	1
223014_at	1
223015_at	1
223016_x_at	1
223017_at	1
223018_at	0
223019_at	0
223020_at	1
223021_x_at	1
223022_s_at	0
223023_at	0
223024_at	0
223025_s_at	0
223026_s_at	1
223027_at	0
223028_s_at	0
223029_s_at	0
223030_at	0
223031_s_at	0
223032_x_at	1
223033_s_at	0
223034_s_at	1
223035_s_at	1
223036_at	0
223037_at	0
223038_s_at	1
223039_at	0
223040_at	1
223041_at	0
223042_s_at	1
223043_at	1
223044_at	0
223045_at	0
223046_at	1
223047_at	0
223048_at	0
223049_at	0
223050_s_at	0
223051_at	1
223052_x_at	0
223053_x_at	0
223054_at	1
223055_s_at	0
223056_s_at	0
223057_s_at	0
223058_at	0
223059_s_at	0
223060_at	1
223061_at	0
223062_s_at	1
223063_at	0
223064_at	1
223065_s_at	0
223066_at	1
223067_at	1
223068_at	1
223069_s_at	0
223070_at	1
223071_at	1
223072_s_at	0
223073_at	1
223074_s_at	0
223075_s_at	1
223076_s_at	1
223077_at	1
223078_s_at	1
223079_s_at	1
223080_at	0
223081_at	0
223082_at	0
223083_s_at	0
223084_s_at	0
223085_at	1
223086_x_at	1
223087_at	0
223088_x_at	1
223089_at	0
223090_x_at	1
223091_x_at	0
223092_at	0
223093_at	0
223094_s_at	0
223095_at	0
223096_at	1
223097_at	1
223098_s_at	0
223099_s_at	0
223100_s_at	0
223101_s_at	0
223103_at	0
223104_at	0
223105_s_at	1
223106_at	1
223107_s_at	1
223108_s_at	0
223109_at	0
223110_at	0
223111_x_at	0
223112_s_at	1
223113_at	0
223114_at	0
223115_at	0
223116_at	0
223117_s_at	1
223118_s_at	0
223119_s_at	0
223120_at	1
223121_s_at	0
223122_s_at	0
223123_s_at	0
223124_s_at	1
223125_s_at	0
223126_s_at	0
223127_s_at	0
223128_at	0
223129_x_at	0
223130_s_at	1
223131_s_at	0
223132_s_at	1
223133_at	1
223134_at	0
223135_s_at	0
223136_at	1
223137_at	0
223138_s_at	1
223139_s_at	1
223140_s_at	0
223141_at	0
223142_s_at	0
223143_s_at	0
223144_s_at	1
223145_s_at	1
223146_at	0
223147_s_at	0
223148_at	0
223149_s_at	0
223150_s_at	0
223151_at	1
223152_at	0
223153_x_at	0
223154_at	1
223155_at	1
223156_at	1
223157_at	0
223158_s_at	0
223159_s_at	0
223160_s_at	0
223161_at	0
223162_s_at	1
223163_s_at	0
223164_at	0
223165_s_at	0
223166_x_at	0
223167_s_at	0
223168_at	1
223169_s_at	0
223170_at	0
223171_at	0
223172_s_at	0
223173_at	0
223174_at	0
223175_s_at	0
223176_at	1
223177_at	0
223178_s_at	0
223179_at	0
223180_s_at	1
223181_at	1
223182_s_at	0
223183_at	0
223184_s_at	0
223185_s_at	0
223186_at	0
223187_s_at	1
223188_at	0
223189_x_at	1
223190_s_at	1
223191_at	1
223192_at	0
223193_x_at	1
223194_s_at	0
223195_s_at	0
223196_s_at	0
223197_s_at	0
223198_x_at	0
223199_at	0
223200_s_at	1
223201_s_at	0
223202_s_at	0
223203_at	1
223204_at	0
223205_s_at	0
223206_s_at	0
223207_x_at	0
223208_at	1
223209_s_at	1
223210_at	0
223211_at	0
223212_at	0
223213_s_at	0
223214_s_at	0
223215_s_at	1
223216_x_at	0
223217_s_at	0
223218_s_at	1
223219_s_at	0
223220_s_at	0
223221_at	0
223222_at	0
223223_at	1
223225_s_at	1
223226_x_at	0
223227_at	1
223228_at	1
223229_at	1
223230_at	1
223231_at	1
223232_s_at	0
223233_s_at	0
223234_at	0
223235_s_at	1
223236_at	0
223237_x_at	0
223238_s_at	1
223239_at	1
223240_at	0
223241_at	0
223242_s_at	0
223243_s_at	0
223244_s_at	1
223245_at	1
223246_s_at	0
223247_at	0
223248_at	1
223249_at	1
223250_at	0
223251_s_at	1
223252_at	0
223253_at	0
223254_s_at	0
223255_at	1
223256_at	0
223257_at	0
223258_s_at	0
223259_at	0
223260_s_at	0
223261_at	0
223262_s_at	0
223263_s_at	0
223264_at	0
223265_at	0
223266_at	0
223267_at	1
223268_at	0
223269_at	1
223270_at	0
223271_s_at	0
223272_s_at	1
223273_at	0
223274_at	1
223275_at	0
223276_at	0
223277_at	0
223278_at	0
223279_s_at	1
223280_x_at	0
223281_s_at	0
223282_at	0
223283_s_at	0
223284_at	0
223285_s_at	0
223286_at	0
223287_s_at	0
223288_at	0
223289_s_at	0
223290_at	0
223291_at	0
223292_s_at	1
223293_at	0
223294_at	1
223295_s_at	1
223296_at	0
223297_at	0
223298_s_at	1
223299_at	1
223300_s_at	0
223301_s_at	0
223302_s_at	0
223303_at	0
223304_at	0
223305_at	0
223306_at	0
223307_at	0
223308_s_at	0
223309_x_at	0
223310_x_at	0
223311_s_at	0
223312_at	0
223313_s_at	1
223314_at	0
223315_at	0
223316_at	0
223317_at	0
223318_s_at	0
223319_at	0
223320_s_at	1
223321_s_at	0
223322_at	1
223323_x_at	0
223324_s_at	0
223325_at	0
223326_s_at	0
223327_x_at	0
223328_at	0
223329_x_at	1
223330_s_at	0
223331_s_at	0
223332_x_at	0
223333_s_at	0
223334_at	1
223335_at	0
223336_s_at	0
223337_at	0
223338_s_at	1
223339_at	0
223340_at	1
223341_s_at	1
223342_at	0
223343_at	0
223344_s_at	0
223345_at	0
223346_at	0
223347_at	0
223348_x_at	0
223349_s_at	0
223350_x_at	1
223351_at	1
223352_s_at	0
223353_at	0
223354_x_at	0
223355_at	0
223356_s_at	0
223357_s_at	0
223358_s_at	1
223359_s_at	1
223360_at	0
223361_at	1
223362_s_at	0
223363_at	1
223364_s_at	0
223365_at	0
223366_at	1
223367_at	0
223368_s_at	0
223369_at	0
223370_at	1
223371_s_at	0
223372_at	0
223373_s_at	0
223374_s_at	1
223375_at	0
223376_s_at	1
223377_x_at	0
223378_at	1
223379_s_at	0
223380_s_at	0
223381_at	1
223382_s_at	0
223383_at	0
223384_s_at	0
223385_at	0
223386_at	1
223387_at	0
223388_s_at	0
223389_s_at	0
223390_at	0
223391_at	0
223392_s_at	0
223393_s_at	0
223394_at	0
223395_at	0
223396_at	0
223397_s_at	1
223398_at	0
223399_x_at	0
223400_s_at	0
223401_at	0
223402_at	1
223403_s_at	1
223404_s_at	0
223405_at	0
223406_x_at	0
223407_at	0
223408_s_at	1
223409_at	1
223410_s_at	0
223411_at	1
223412_at	0
223413_s_at	0
223414_s_at	0
223415_at	0
223416_at	1
223417_at	0
223418_x_at	0
223419_at	0
223420_at	0
223421_at	0
223422_s_at	0
223423_at	0
223424_s_at	0
223425_at	0
223426_s_at	0
223427_s_at	0
223428_s_at	0
223429_x_at	0
223430_at	0
223431_at	0
223432_at	0
223433_at	1
223434_at	0
223435_s_at	0
223436_s_at	0
223437_at	0
223438_s_at	0
223439_at	0
223440_at	0
223441_at	0
223442_at	0
223443_s_at	0
223444_at	0
223445_at	1
223446_s_at	0
223447_at	0
223448_x_at	1
223449_at	0
223450_s_at	0
223451_s_at	1
223452_s_at	1
223453_s_at	0
223454_at	0
223455_at	0
223456_s_at	0
223457_at	1
223458_at	0
223459_s_at	0
223460_at	0
223461_at	1
223462_at	0
223463_at	0
223464_at	0
223465_at	0
223466_x_at	0
223467_at	1
223468_s_at	0
223469_at	0
223470_at	0
223471_at	1
223472_at	1
223473_at	0
223474_at	1
223475_at	0
223476_s_at	0
223477_s_at	0
223478_at	0
223479_s_at	0
223480_s_at	1
223481_s_at	1
223482_at	0
223483_at	0
223484_at	0
223485_at	0
223486_at	0
223487_x_at	0
223488_s_at	0
223489_x_at	0
223490_s_at	1
223491_at	1
223492_s_at	1
223493_at	0
223494_at	0
223495_at	0
223496_s_at	0
223497_at	1
223498_at	0
223499_at	0
223500_at	0
223501_at	0
223502_s_at	0
223503_at	1
223504_at	0
223505_s_at	0
223506_at	1
223507_at	0
223508_at	0
223509_at	0
223510_at	0
223511_at	0
223512_at	0
223513_at	0
223514_at	0
223515_s_at	0
223516_s_at	1
223517_at	0
223518_at	0
223519_at	0
223520_s_at	0
223522_at	0
223523_at	1
223524_s_at	1
223525_at	0
223526_at	1
223527_s_at	0
223528_s_at	0
223529_at	1
223530_at	0
223531_x_at	1
223532_at	0
223533_at	0
223534_s_at	0
223535_at	0
223536_at	0
223537_s_at	0
223538_at	1
223539_s_at	0
223540_at	0
223541_at	0
223542_at	0
223543_at	0
223544_at	0
223545_at	0
223546_x_at	1
223547_at	1
223548_at	0
223549_s_at	0
223550_s_at	0
223551_at	1
223552_at	0
223553_s_at	0
223554_s_at	0
223555_at	0
223556_at	1
223557_s_at	1
223558_at	0
223559_s_at	0
223560_s_at	0
223561_at	0
223562_at	0
223563_at	0
223564_s_at	0
223565_at	0
223566_s_at	0
223567_at	0
223568_s_at	0
223569_at	0
223570_at	1
223571_at	0
223572_at	0
223573_s_at	0
223574_x_at	0
223575_at	1
223576_at	1
223577_x_at	1
223578_x_at	1
223579_s_at	0
223580_at	0
223581_at	0
223582_at	0
223583_at	0
223584_s_at	1
223585_x_at	0
223586_at	0
223587_s_at	0
223588_at	0
223589_at	0
223590_at	0
223591_at	0
223592_s_at	0
223593_at	1
223594_at	0
223595_at	0
223596_at	0
223597_at	0
223598_at	1
223599_at	0
223600_s_at	0
223601_at	0
223602_at	0
223603_at	0
223604_at	0
223605_at	0
223606_x_at	0
223607_x_at	0
223608_at	0
223609_at	0
223610_at	0
223611_s_at	1
223612_s_at	0
223613_at	0
223614_at	0
223615_at	0
223616_at	0
223617_x_at	0
223618_at	1
223619_x_at	1
223620_at	0
223621_at	0
223622_s_at	0
223623_at	0
223624_at	0
223625_at	0
223626_x_at	0
223627_at	1
223628_at	0
223629_at	0
223630_at	0
223631_s_at	0
223632_s_at	0
223633_s_at	0
223634_at	0
223635_s_at	0
223636_at	0
223637_s_at	0
223638_at	0
223639_s_at	1
223640_at	0
223641_at	0
223642_at	1
223643_at	0
223644_s_at	0
223645_s_at	0
223646_s_at	0
223647_x_at	0
223648_s_at	0
223649_s_at	0
223650_s_at	0
223651_x_at	0
223652_at	1
223653_x_at	0
223654_s_at	1
223655_at	0
223656_s_at	0
223657_at	0
223658_at	0
223659_at	0
223660_at	0
223661_at	1
223662_x_at	1
223663_at	0
223664_x_at	0
223665_at	0
223666_at	0
223667_at	0
223668_at	0
223669_at	0
223670_s_at	0
223671_x_at	0
223672_at	0
223673_at	1
223674_s_at	0
223675_s_at	1
223676_at	1
223677_at	0
223678_s_at	0
223679_at	0
223680_at	0
223681_s_at	1
223682_s_at	0
223683_at	0
223684_s_at	0
223685_s_at	0
223686_at	0
223687_s_at	0
223688_s_at	0
223689_at	0
223690_at	0
223691_at	0
223692_at	0
223693_s_at	0
223694_at	0
223695_s_at	0
223696_at	0
223697_x_at	1
223698_at	0
223699_at	0
223700_at	1
223701_s_at	0
223702_x_at	0
223703_at	0
223704_s_at	0
223705_s_at	1
223706_at	0
223707_at	0
223708_at	0
223709_s_at	0
223710_at	0
223711_s_at	1
223712_at	0
223713_at	0
223714_at	1
223715_at	0
223716_s_at	1
223717_s_at	0
223718_at	0
223719_s_at	0
223720_at	0
223721_s_at	1
223722_at	1
223723_at	1
223724_s_at	0
223725_at	0
223726_at	0
223727_at	0
223728_at	1
223729_at	0
223730_at	1
223731_at	0
223732_at	0
223733_s_at	0
223734_at	0
223735_at	1
223736_at	0
223737_x_at	0
223738_s_at	0
223739_at	0
223740_at	0
223741_s_at	0
223742_at	0
223743_s_at	0
223744_s_at	0
223745_at	0
223746_at	0
223747_x_at	0
223748_at	0
223749_at	0
223750_s_at	0
223751_x_at	0
223752_at	0
223753_s_at	0
223754_at	0
223755_at	0
223756_at	0
223757_at	0
223758_s_at	0
223759_s_at	0
223760_s_at	1
223761_at	0
223762_at	0
223763_at	0
223764_x_at	0
223765_s_at	0
223766_at	0
223767_at	0
223768_at	0
223769_x_at	0
223770_x_at	0
223771_at	0
223772_s_at	0
223773_s_at	1
223774_at	0
223775_at	0
223776_x_at	0
223777_at	0
223778_at	0
223779_at	0
223780_s_at	1
223781_x_at	0
223782_s_at	0
223783_s_at	0
223784_at	0
223785_at	1
223786_at	0
223787_s_at	0
223788_at	0
223789_s_at	1
223790_at	0
223791_at	0
223792_at	0
223793_at	0
223794_at	0
223795_at	0
223796_at	0
223797_at	0
223798_at	0
223799_at	1
223800_s_at	0
223801_s_at	0
223802_s_at	0
223803_s_at	1
223804_s_at	0
223805_at	0
223806_s_at	0
223807_at	0
223808_s_at	1
223809_at	0
223810_at	0
223811_s_at	0
223812_at	0
223813_at	0
223814_at	0
223815_at	0
223816_at	0
223817_at	0
223818_s_at	1
223819_x_at	0
223820_at	0
223821_s_at	0
223822_at	0
223823_at	1
223824_at	0
223825_at	0
223826_s_at	0
223827_at	0
223828_s_at	0
223829_at	0
223830_s_at	0
223831_x_at	0
223832_s_at	0
223833_at	0
223834_at	0
223835_x_at	0
223836_at	0
223837_at	0
223838_at	0
223839_s_at	1
223840_s_at	0
223841_s_at	0
223842_s_at	0
223843_at	0
223844_at	0
223845_at	0
223846_at	0
223847_s_at	0
223848_at	0
223849_s_at	0
223850_at	0
223851_s_at	0
223852_s_at	0
223853_at	0
223854_at	0
223855_s_at	0
223856_at	0
223857_x_at	1
223858_at	0
223859_at	0
223860_at	0
223861_at	0
223862_at	0
223863_at	0
223864_at	0
223865_at	0
223866_at	0
223867_at	0
223868_s_at	0
223869_at	0
223870_at	0
223871_x_at	0
223872_at	0
223873_s_at	0
223874_at	0
223875_s_at	0
223876_at	0
223877_at	0
223878_at	0
223879_s_at	0
223880_x_at	1
223881_at	1
223882_at	0
223883_s_at	1
223884_at	0
223885_at	0
223886_s_at	1
223887_at	0
223888_s_at	0
223889_at	0
223890_at	0
223891_at	0
223892_s_at	1
223893_at	0
223894_s_at	0
223895_s_at	0
223896_at	0
223897_at	0
223898_at	0
223899_at	0
223900_s_at	0
223901_at	0
223902_at	0
223903_at	0
223904_at	0
223905_at	0
223906_s_at	0
223907_s_at	0
223908_at	0
223909_s_at	0
223910_at	0
223911_at	0
223912_s_at	0
223913_s_at	1
223915_at	1
223916_s_at	0
223917_s_at	0
223918_at	0
223919_at	0
223920_s_at	0
223921_s_at	0
223922_x_at	0
223923_at	0
223924_at	1
223925_s_at	1
223926_at	0
223927_at	0
223928_s_at	0
223929_s_at	0
223930_at	0
223931_s_at	0
223932_at	0
223933_at	0
223934_at	0
223935_at	0
223936_s_at	0
223937_at	0
223938_at	0
223939_at	0
223940_x_at	1
223941_at	0
223942_x_at	0
223943_s_at	0
223944_at	0
223945_x_at	0
223946_at	0
223947_s_at	0
223948_s_at	0
223949_at	1
223950_s_at	0
223951_at	0
223952_x_at	0
223953_s_at	0
223954_x_at	0
223955_at	0
223956_at	0
223957_at	0
223958_s_at	1
223959_at	0
223960_s_at	0
223961_s_at	0
223962_at	0
223963_s_at	0
223964_x_at	0
223965_at	0
223966_at	1
223967_at	0
223968_at	0
223969_s_at	0
223970_at	0
223971_at	0
223973_at	0
223974_at	0
223975_at	0
223976_at	0
223977_s_at	0
223978_s_at	1
223979_x_at	0
223980_s_at	0
223981_at	0
223982_s_at	0
223983_s_at	0
223984_s_at	0
223985_at	1
223986_x_at	0
223987_at	0
223988_x_at	0
223989_s_at	0
223990_at	0
223991_s_at	0
223992_x_at	0
223993_s_at	1
223994_s_at	0
223995_at	0
223996_s_at	0
223997_at	0
223998_at	0
223999_at	1
224000_at	0
224001_at	0
224002_s_at	1
224003_at	0
224004_at	0
224005_at	0
224006_at	0
224007_at	0
224008_s_at	0
224009_x_at	0
224010_at	0
224011_at	0
224012_at	0
224013_s_at	0
224014_at	0
224015_s_at	0
224016_at	0
224017_at	0
224018_s_at	0
224019_at	0
224020_at	0
224021_at	0
224022_x_at	0
224023_s_at	1
224024_at	0
224025_s_at	0
224026_at	0
224027_at	0
224028_at	0
224029_x_at	0
224030_s_at	1
224031_at	0
224032_x_at	0
224033_at	0
224034_at	0
224035_s_at	0
224036_s_at	0
224037_at	0
224038_at	0
224039_at	0
224040_at	0
224041_at	0
224042_at	0
224043_s_at	0
224044_at	0
224045_x_at	0
224046_s_at	1
224047_at	0
224048_at	0
224049_at	0
224050_s_at	0
224051_at	0
224052_at	0
224053_s_at	0
224054_at	0
