#AFFY	Barcode
205603_s_at	0
205604_at	0
205605_at	0
205606_at	0
205607_s_at	0
205608_s_at	0
205609_at	0
205610_at	0
205611_at	0
205612_at	0
205613_at	1
205614_x_at	0
205615_at	0
205616_at	0
205617_at	0
205618_at	0
205619_s_at	0
205620_at	0
205621_at	0
205622_at	0
205623_at	0
205624_at	0
205625_s_at	1
205626_s_at	1
205627_at	0
205628_at	0
205629_s_at	0
205630_at	0
205631_at	0
205632_s_at	0
205633_s_at	0
205634_x_at	0
205635_at	0
205636_at	0
205637_s_at	0
205638_at	0
205639_at	0
205640_at	0
205641_s_at	0
205642_at	0
205643_s_at	0
205644_s_at	1
205645_at	0
205646_s_at	0
205647_at	0
205648_at	0
205649_s_at	0
205650_s_at	0
205651_x_at	1
205652_s_at	0
205653_at	0
205654_at	0
205655_at	1
205656_at	0
205657_at	0
205658_s_at	0
205659_at	0
205660_at	0
205661_s_at	0
205662_at	0
205663_at	0
205664_at	0
205665_at	0
205666_at	0
205667_at	0
205668_at	0
205669_at	0
205670_at	0
205671_s_at	0
205672_at	1
205673_s_at	0
205674_x_at	0
205675_at	0
205676_at	0
205677_s_at	0
205678_at	1
205679_x_at	0
205680_at	0
205681_at	0
205682_x_at	0
205683_x_at	0
205684_s_at	0
205685_at	0
205686_s_at	0
205687_at	0
205688_at	0
205689_at	0
205690_s_at	1
205691_at	0
205692_s_at	0
205693_at	0
205694_at	0
205695_at	0
205696_s_at	0
205697_at	1
205698_s_at	0
205699_at	0
205700_at	0
205701_at	1
205702_at	0
205703_at	1
205704_s_at	0
205705_at	0
205706_s_at	0
205707_at	0
205708_s_at	0
205709_s_at	0
205710_at	0
205711_x_at	1
205712_at	0
205713_s_at	0
205714_s_at	0
205715_at	0
205716_at	0
205717_x_at	0
205718_at	0
205719_s_at	0
205720_at	0
205721_at	0
205722_s_at	0
205723_at	0
205724_at	0
205725_at	0
205726_at	0
205727_at	0
205728_at	0
205729_at	0
205730_s_at	0
205731_s_at	1
205732_s_at	0
205733_at	1
205734_s_at	0
205735_s_at	0
205736_at	0
205737_at	0
205738_s_at	0
205739_x_at	0
205740_s_at	0
205741_s_at	0
205742_at	1
205743_at	0
205744_at	0
205745_x_at	0
205746_s_at	0
205747_at	0
205748_s_at	0
205749_at	0
205750_at	0
205751_at	1
205752_s_at	0
205753_at	0
205754_at	0
205755_at	0
205756_s_at	0
205757_at	0
205758_at	0
205759_s_at	0
205760_s_at	0
205761_s_at	0
205762_s_at	0
205763_s_at	0
205764_at	0
205765_at	0
205766_at	0
205767_at	0
205768_s_at	1
205769_at	1
205770_at	0
205771_s_at	0
205772_s_at	0
205773_at	0
205774_at	0
205775_at	0
205776_at	0
205777_at	0
205778_at	0
205779_at	0
205780_at	0
205781_at	0
205782_at	0
205783_at	0
205784_x_at	0
205785_at	0
205786_s_at	0
205787_x_at	0
205788_s_at	1
205789_at	0
205790_at	0
205791_x_at	0
205792_at	0
205793_x_at	0
205794_s_at	1
205795_at	0
205796_at	0
205797_s_at	0
205798_at	0
205799_s_at	0
205800_at	0
205801_s_at	0
205802_at	1
205803_s_at	1
205804_s_at	0
205805_s_at	0
205806_at	0
205807_s_at	1
205808_at	0
205809_s_at	1
205810_s_at	0
205811_at	0
205812_s_at	1
205813_s_at	0
205814_at	1
205815_at	0
205816_at	0
205817_at	0
205818_at	1
205819_at	0
205820_s_at	0
205821_at	0
205822_s_at	0
205823_at	0
205824_at	0
205825_at	1
205826_at	0
205827_at	0
205828_at	0
205829_at	0
205830_at	1
205831_at	0
205832_at	0
205833_s_at	0
205834_s_at	0
205835_s_at	0
205836_s_at	0
205837_s_at	0
205838_at	0
205839_s_at	0
205840_x_at	0
205841_at	0
205842_s_at	0
205843_x_at	0
205844_at	0
205845_at	0
205846_at	0
205847_at	0
205848_at	0
205849_s_at	1
205850_s_at	0
205851_at	0
205852_at	0
205853_at	0
205854_at	0
205855_at	0
205856_at	0
205857_at	0
205858_at	0
205859_at	0
205860_x_at	0
205861_at	0
205862_at	0
205863_at	0
205864_at	0
205865_at	0
205866_at	0
205867_at	1
205868_s_at	1
205869_at	0
205870_at	0
205871_at	0
205872_x_at	1
205873_at	0
205874_at	0
205875_s_at	0
205876_at	1
205877_s_at	0
205878_at	0
205879_x_at	0
205880_at	1
205881_at	0
205882_x_at	0
205883_at	0
205884_at	0
205885_s_at	0
205886_at	0
205887_x_at	0
205888_s_at	0
205889_s_at	0
205890_s_at	0
205891_at	0
205892_s_at	0
205893_at	0
205894_at	0
205895_s_at	0
205896_at	0
205897_at	0
205898_at	0
205899_at	0
205900_at	0
205901_at	0
205902_at	0
205903_s_at	0
205904_at	0
205905_s_at	0
205906_at	0
205907_s_at	0
205908_s_at	0
205909_at	1
205910_s_at	0
205911_at	0
205912_at	0
205913_at	0
205914_s_at	0
205915_x_at	0
205916_at	0
205917_at	0
205918_at	0
205919_at	0
205920_at	0
205921_s_at	0
205922_at	0
205923_at	0
205924_at	0
205925_s_at	0
205926_at	0
205927_s_at	0
205928_at	0
205929_at	0
205930_at	0
205931_s_at	0
205932_s_at	0
205933_at	1
205934_at	1
205935_at	0
205936_s_at	0
205937_at	0
205938_at	1
205939_at	0
205940_at	0
205941_s_at	0
205942_s_at	0
205943_at	0
205944_s_at	0
205945_at	0
205946_at	0
205947_s_at	0
205948_at	0
205949_at	0
205950_s_at	0
205951_at	0
205952_at	1
205953_at	0
205954_at	0
205955_at	0
205956_x_at	1
205957_at	0
205958_x_at	0
205959_at	0
205960_at	0
205961_s_at	1
205962_at	0
205963_s_at	0
205964_at	0
205965_at	0
205966_at	1
205967_at	1
205968_at	0
205969_at	0
205970_at	0
205971_s_at	0
205972_at	0
205973_at	0
205974_at	0
205975_s_at	0
205976_at	0
205977_s_at	0
205978_at	0
205979_at	0
205980_s_at	0
205981_s_at	1
205982_x_at	0
205983_at	0
205984_at	0
205985_x_at	0
205986_at	0
205987_at	0
205988_at	0
205989_s_at	0
205990_s_at	1
205991_s_at	0
205992_s_at	0
205993_s_at	0
205994_at	1
205995_x_at	0
205996_s_at	0
205997_at	1
205998_x_at	1
205999_x_at	0
206000_at	0
206001_at	1
206002_at	0
206003_at	1
206004_at	0
206005_s_at	0
206006_s_at	0
206007_at	0
206008_at	0
206009_at	0
206010_at	0
206011_at	0
206012_at	0
206013_s_at	0
206014_at	0
206015_s_at	1
206016_at	0
206017_at	1
206018_at	1
206019_at	0
206020_at	0
206021_at	0
206022_at	0
206023_at	1
206024_at	0
206025_s_at	0
206026_s_at	0
206027_at	0
206028_s_at	0
206029_at	0
206030_at	0
206031_s_at	0
206032_at	0
206033_s_at	0
206034_at	0
206035_at	0
206036_s_at	0
206037_at	0
206038_s_at	1
206039_at	0
206040_s_at	0
206042_x_at	1
206043_s_at	0
206044_s_at	0
206045_s_at	1
206046_at	0
206047_at	0
206048_at	0
206049_at	0
206050_s_at	0
206051_at	1
206052_s_at	1
206053_at	0
206054_at	0
206055_s_at	1
206056_x_at	1
206057_x_at	0
206058_at	0
206059_at	1
206060_s_at	0
206061_s_at	1
206062_at	0
206063_x_at	0
206064_s_at	0
206065_s_at	0
206066_s_at	0
206067_s_at	0
206068_s_at	0
206069_s_at	0
206070_s_at	0
206071_s_at	0
206072_at	0
206073_at	0
206074_s_at	1
206075_s_at	0
206076_at	0
206077_at	0
206078_at	0
206079_at	0
206080_at	0
206081_at	0
206082_at	0
206083_at	0
206084_at	0
206085_s_at	0
206086_x_at	0
206087_x_at	0
206088_at	0
206089_at	1
206090_s_at	0
206091_at	0
206092_x_at	0
206093_x_at	0
206094_x_at	0
206095_s_at	1
206096_at	0
206097_at	0
206098_at	0
206099_at	0
206100_at	0
206101_at	0
206102_at	1
206103_at	0
206104_at	1
206105_at	0
206106_at	0
206107_at	0
206108_s_at	0
206109_at	0
206110_at	1
206111_at	0
206112_at	0
206113_s_at	0
206114_at	0
206115_at	0
206116_s_at	1
206117_at	0
206118_at	0
206119_at	0
206120_at	0
206121_at	0
206122_at	0
206123_at	0
206124_s_at	0
206125_s_at	0
206126_at	0
206127_at	0
206128_at	0
206129_s_at	0
206130_s_at	0
206131_at	0
206132_at	0
206133_at	0
206134_at	0
206135_at	1
206136_at	0
206137_at	0
206138_s_at	0
206139_at	0
206140_at	1
206141_at	0
206142_at	1
206143_at	0
206144_at	0
206145_at	0
206146_s_at	0
206147_x_at	0
206148_at	0
206149_at	0
206150_at	0
206151_x_at	0
206152_at	0
206153_at	0
206154_at	0
206155_at	0
206156_at	0
206157_at	0
206158_s_at	1
206159_at	0
206160_at	0
206161_s_at	0
206162_x_at	0
206163_at	0
206164_at	0
206165_s_at	0
206166_s_at	0
206167_s_at	0
206168_at	0
206169_x_at	1
206170_at	0
206171_at	0
206172_at	1
206173_x_at	1
206174_s_at	1
206175_x_at	0
206176_at	0
206177_s_at	0
206178_at	0
206179_s_at	0
206180_x_at	1
206181_at	0
206182_at	0
206183_s_at	0
206184_at	0
206185_at	0
206186_at	0
206187_at	0
206188_at	0
206189_at	0
206190_at	0
206191_at	0
206192_at	0
206193_s_at	0
206194_at	0
206195_x_at	0
206196_s_at	0
206197_at	0
206198_s_at	0
206199_at	0
206200_s_at	0
206201_s_at	0
206202_at	0
206203_at	0
206204_at	1
206205_at	0
206206_at	0
206207_at	0
206208_at	0
206209_s_at	0
206210_s_at	0
206211_at	0
206212_at	1
206213_at	0
206214_at	0
206215_at	0
206216_at	0
206217_at	0
206218_at	0
206219_s_at	0
206220_s_at	0
206221_at	0
206222_at	0
206223_at	0
206224_at	0
206225_at	0
206226_at	0
206227_at	0
206228_at	0
206229_x_at	0
206230_at	0
206231_at	0
206232_s_at	0
206233_at	0
206234_s_at	0
206235_at	0
206236_at	0
206237_s_at	0
206238_s_at	0
206239_s_at	0
206240_s_at	1
206241_at	0
206242_at	0
206243_at	0
206244_at	0
206245_s_at	1
206246_at	0
206247_at	0
206248_at	0
206249_at	0
206250_x_at	0
206251_s_at	0
206252_s_at	0
206253_at	0
206254_at	0
206255_at	0
206256_at	0
206257_at	0
206258_at	1
206259_at	0
206260_at	0
206261_at	0
206262_at	0
206263_at	0
206264_at	0
206265_s_at	0
206266_at	0
206267_s_at	0
206268_at	0
206269_at	0
206270_at	0
206271_at	0
206272_at	0
206273_at	0
206274_s_at	0
206275_s_at	0
206276_at	0
206277_at	0
206278_at	0
206279_at	0
206280_at	0
206281_at	1
206282_at	0
206283_s_at	0
206284_x_at	0
206285_at	0
206286_s_at	0
206287_s_at	0
206288_at	0
206289_at	0
206290_s_at	0
206291_at	1
206292_s_at	0
206293_at	0
206294_at	0
206295_at	0
206296_x_at	0
206297_at	0
206298_at	0
206299_at	0
206300_s_at	0
206301_at	0
206302_s_at	0
206303_s_at	0
206304_at	0
206305_s_at	0
206306_at	0
206307_s_at	1
206308_at	0
206309_at	0
206310_at	0
206311_s_at	0
206312_at	0
206313_at	0
206314_at	0
206315_at	0
206316_s_at	1
206317_s_at	0
206318_at	0
206319_s_at	0
206320_s_at	0
206321_at	0
206322_at	0
206323_x_at	1
206324_s_at	0
206325_at	0
206326_at	1
206327_s_at	0
206328_at	0
206329_at	0
206330_s_at	0
206331_at	0
206332_s_at	0
206333_at	0
206334_at	0
206335_at	0
206336_at	0
206337_at	0
206338_at	0
206339_at	0
206340_at	0
206341_at	0
206342_x_at	0
206343_s_at	0
206344_at	0
206345_s_at	1
206346_at	0
206347_at	0
206348_s_at	0
206349_at	0
206350_at	0
206351_s_at	0
206352_s_at	0
206353_at	0
206354_at	0
206355_at	0
206356_s_at	0
206357_at	0
206358_at	0
206359_at	0
206360_s_at	0
206361_at	0
206362_x_at	0
206363_at	0
206364_at	0
206365_at	0
206366_x_at	0
206367_at	0
206368_at	0
206369_s_at	0
206370_at	0
206371_at	0
206372_at	0
206373_at	0
206374_at	0
206375_s_at	0
206376_at	0
206377_at	0
206378_at	0
206379_at	0
206380_s_at	0
206381_at	1
206382_s_at	0
206383_s_at	1
206384_at	0
206385_s_at	1
206386_at	0
206387_at	0
206388_at	0
206389_s_at	0
206390_x_at	0
206391_at	0
206392_s_at	0
206393_at	0
206394_at	0
206395_at	0
206396_at	0
206397_x_at	0
206398_s_at	0
206399_x_at	0
206400_at	0
206401_s_at	0
206402_s_at	0
206403_at	0
206404_at	1
206405_x_at	0
206406_at	0
206407_s_at	0
206408_at	0
206409_at	0
206410_at	1
206411_s_at	0
206412_at	0
206413_s_at	0
206414_s_at	1
206415_at	0
206416_at	1
206417_at	0
206418_at	0
206419_at	0
206420_at	0
206421_s_at	0
206422_at	0
206423_at	0
206424_at	0
206425_s_at	0
206426_at	0
206427_s_at	0
206428_s_at	0
206429_at	0
206430_at	0
206431_x_at	0
206432_at	0
206433_s_at	1
206434_at	0
206435_at	1
206436_at	0
206437_at	0
206438_x_at	1
206439_at	0
206440_at	1
206441_s_at	0
206442_at	0
206443_at	0
206444_at	0
206445_s_at	1
206446_s_at	0
206447_at	0
206448_at	0
206449_s_at	0
206450_at	0
206451_at	0
206452_x_at	0
206453_s_at	0
206454_s_at	0
206455_s_at	0
206456_at	0
206457_s_at	0
206458_s_at	0
206459_s_at	0
206460_at	0
206461_x_at	0
206462_s_at	0
206463_s_at	0
206464_at	0
206465_at	0
206466_at	0
206467_x_at	0
206468_s_at	0
206469_x_at	0
206470_at	0
206471_s_at	0
206472_s_at	0
206473_at	0
206474_at	0
206475_x_at	0
206476_s_at	0
206477_s_at	0
206478_at	0
206479_at	0
206480_at	0
206481_s_at	0
206482_at	0
206483_at	0
206484_s_at	0
206485_at	0
206486_at	0
206487_at	0
206488_s_at	0
206489_s_at	0
206490_at	0
206491_s_at	0
206492_at	0
206493_at	0
206494_s_at	0
206495_s_at	0
206496_at	0
206497_at	0
206498_at	0
206499_s_at	0
206500_s_at	1
206501_x_at	0
206502_s_at	1
206503_x_at	0
206504_at	0
206505_at	0
206506_s_at	0
206507_at	0
206508_at	0
206509_at	0
206510_at	1
206511_s_at	0
206512_at	0
206513_at	0
206514_s_at	0
206515_at	0
206516_at	0
206517_at	0
206518_s_at	0
206519_x_at	0
206520_x_at	0
206521_s_at	1
206522_at	0
206523_at	0
206524_at	0
206525_at	0
206526_at	0
206527_at	0
206528_at	0
206529_x_at	0
206530_at	0
206531_at	0
206532_at	0
206533_at	0
206534_at	0
206535_at	0
206536_s_at	0
206537_at	0
206538_at	0
206539_s_at	0
206540_at	0
206541_at	0
206542_s_at	0
206543_at	1
206544_x_at	0
206545_at	0
206546_at	0
206547_s_at	0
206548_at	1
206549_at	0
206550_s_at	1
206551_x_at	1
206552_s_at	0
206553_at	0
206554_x_at	0
206555_s_at	0
206556_at	1
206557_at	0
206558_at	0
206559_x_at	1
206560_s_at	0
206561_s_at	0
206562_s_at	0
206563_s_at	0
206564_at	0
206565_x_at	1
206566_at	0
206567_s_at	0
206568_at	0
206569_at	0
206570_s_at	0
206571_s_at	0
206572_x_at	0
206573_at	0
206574_s_at	0
206575_at	0
206576_s_at	0
206577_at	0
206578_at	0
206579_at	0
206580_s_at	0
206581_at	0
206582_s_at	0
206583_at	0
206584_at	0
206585_at	0
206586_at	0
206587_at	0
206588_at	0
206589_at	1
206590_x_at	0
206591_at	0
206592_s_at	1
206593_s_at	0
206594_at	0
206595_at	0
206596_s_at	0
206597_at	0
206598_at	0
206599_at	0
206600_s_at	0
206601_s_at	1
206602_s_at	0
206603_at	0
206604_at	0
206605_at	0
206606_at	0
206607_at	0
206608_s_at	0
206609_at	0
206610_s_at	0
206611_at	0
206612_at	0
206613_s_at	0
206614_at	0
206615_s_at	0
206616_s_at	0
206617_s_at	0
206618_at	0
206619_at	0
206620_at	0
206621_s_at	1
206622_at	0
206623_at	0
206624_at	0
206625_at	1
206626_x_at	0
206627_s_at	0
206628_at	0
206629_at	0
206630_at	0
206631_at	0
206632_s_at	1
206633_at	0
206634_at	1
206635_at	0
206636_at	0
206637_at	0
206638_at	0
206639_x_at	0
206640_x_at	0
206641_at	0
206642_at	0
206643_at	0
206644_at	0
206645_s_at	1
206646_at	0
206647_at	0
206648_at	0
206649_s_at	0
206650_at	0
206651_s_at	0
206652_at	0
206653_at	0
206654_s_at	1
206655_s_at	0
206656_s_at	1
206657_s_at	0
206658_at	0
206659_at	1
206660_at	0
206661_at	0
206662_at	0
206663_at	1
206664_at	0
206665_s_at	1
206666_at	0
206667_s_at	0
206668_s_at	0
206669_at	1
206670_s_at	0
206671_at	0
206672_at	0
206673_at	0
206674_at	0
206675_s_at	1
206676_at	0
206677_at	0
206678_at	0
206679_at	0
206680_at	0
206681_x_at	0
206682_at	0
206683_at	1
206684_s_at	1
206685_at	0
206686_at	1
206687_s_at	0
206688_s_at	0
206689_x_at	0
206690_at	0
206691_s_at	0
206692_at	0
206693_at	0
206694_at	0
206695_x_at	1
206696_at	0
206697_s_at	0
206698_at	1
206699_x_at	0
206700_s_at	0
206701_x_at	0
206702_at	0
206703_at	0
206704_at	0
206705_at	0
206706_at	0
206707_x_at	0
206708_at	0
206709_x_at	0
206710_s_at	0
206711_at	0
206712_at	0
206713_at	0
206714_at	0
206715_at	0
206716_at	0
206717_at	0
206718_at	0
206719_at	0
206720_at	0
206721_at	0
206722_s_at	0
206723_s_at	0
206724_at	0
206725_x_at	0
206726_at	0
206727_at	0
206728_at	0
206729_at	0
206730_at	0
206731_at	0
206732_at	0
206733_at	0
206734_at	0
206735_at	0
206736_x_at	0
206737_at	1
206738_at	0
206739_at	0
206740_x_at	0
206741_at	0
206742_at	0
206743_s_at	0
206744_s_at	1
206745_at	0
206746_at	0
206747_at	0
206748_s_at	0
206749_at	0
206750_at	0
206751_s_at	0
206752_s_at	0
206753_at	0
206754_s_at	0
206755_at	0
206756_at	0
206757_at	0
206758_at	0
206759_at	0
206760_s_at	0
206761_at	0
206762_at	0
206763_at	0
206764_x_at	0
206765_at	0
206766_at	0
206767_at	0
206768_at	0
206769_at	0
206770_s_at	0
206771_at	0
206772_at	0
206773_at	0
206774_at	0
206775_at	0
206776_x_at	0
206777_s_at	0
206778_at	0
206779_s_at	0
206780_at	0
206781_at	0
206782_s_at	0
206783_at	0
206784_at	0
206785_s_at	0
206786_at	0
206787_at	0
206788_s_at	1
206789_s_at	0
206790_s_at	1
206791_s_at	0
206792_x_at	1
206793_at	0
206794_at	0
206795_at	0
206796_at	0
206797_at	0
206798_x_at	0
206799_at	0
206800_at	0
206801_at	0
206802_at	0
206803_at	0
206804_at	0
206805_at	0
206806_at	0
206807_s_at	0
206808_at	0
206809_s_at	1
206810_at	0
206811_at	0
206812_at	0
206813_at	0
206814_at	0
206815_at	0
206816_s_at	0
206817_x_at	0
206818_s_at	0
206819_at	0
206820_at	0
206821_x_at	0
206822_s_at	0
206823_at	0
206824_at	0
206825_at	0
206826_at	0
206827_s_at	0
206828_at	0
206829_x_at	0
206830_at	0
206831_s_at	0
206832_s_at	0
206833_s_at	0
206834_at	0
206835_at	0
206836_at	0
206837_at	0
206838_at	0
206839_at	0
206840_at	0
206841_at	0
206842_at	0
206843_at	0
206844_at	0
206845_s_at	0
206846_s_at	0
206847_s_at	0
206848_at	0
206849_at	0
206850_at	0
206851_at	0
206852_at	0
206853_s_at	0
206854_s_at	0
206855_s_at	0
206856_at	0
206857_s_at	1
206858_s_at	0
206859_s_at	0
206860_s_at	0
206861_s_at	0
206862_at	1
206863_x_at	0
206864_s_at	0
206865_at	0
206866_at	0
206867_at	0
206868_at	0
206869_at	0
206870_at	0
206871_at	0
206872_at	0
206873_at	0
206874_s_at	0
206875_s_at	0
206876_at	1
206877_at	0
206878_at	0
206879_s_at	0
206880_at	0
206881_s_at	0
206882_at	0
206883_x_at	0
206884_s_at	0
206885_x_at	0
206886_x_at	0
206887_at	0
206888_s_at	0
206889_at	0
206890_at	0
206891_at	0
206892_at	0
206893_at	1
206894_at	0
206895_at	0
206896_s_at	0
206897_at	0
206898_at	0
206899_at	0
206900_x_at	1
206901_at	0
206902_s_at	0
206903_at	0
206904_at	0
206905_s_at	0
206906_at	0
206907_at	0
206908_s_at	0
206909_at	0
206910_x_at	0
206911_at	0
206912_at	0
206913_at	0
206914_at	0
206915_at	0
206916_x_at	0
206917_at	1
206918_s_at	0
206919_at	0
206920_s_at	0
206921_at	0
206922_at	0
206923_at	0
206924_at	0
206925_at	0
206926_s_at	0
206927_s_at	0
206928_at	0
206929_s_at	0
206930_at	0
206931_at	0
206932_at	0
206933_s_at	0
206934_at	0
206935_at	1
206936_x_at	0
206937_at	0
206938_at	0
206939_at	0
206940_s_at	1
206941_x_at	0
206942_s_at	0
206943_at	0
206944_at	0
206945_at	0
206946_at	0
206947_at	0
206948_at	0
206949_s_at	0
206950_at	0
206951_at	1
206952_at	0
206953_s_at	0
206954_at	0
206955_at	0
206956_at	0
206957_at	0
206958_s_at	1
206959_s_at	1
206960_at	0
206961_s_at	0
206962_x_at	1
206963_s_at	0
206964_at	0
206965_at	0
206966_s_at	0
206967_at	0
206968_s_at	0
206969_at	0
206970_at	0
206971_at	0
206972_s_at	0
206973_at	0
206974_at	0
206975_at	0
206976_s_at	1
206977_at	0
206978_at	0
206979_at	0
206980_s_at	0
206981_at	0
206982_at	0
206983_at	0
206984_s_at	0
206985_at	0
206986_at	0
206987_x_at	0
206988_at	0
206989_s_at	1
206990_at	0
206991_s_at	0
206992_s_at	0
206993_at	0
206994_at	0
206995_x_at	0
206996_x_at	0
206997_s_at	0
206998_x_at	0
206999_at	0
207000_s_at	0
207001_x_at	0
207002_s_at	0
207003_at	0
207004_at	0
207005_s_at	0
207006_s_at	0
207007_at	0
207008_at	0
207009_at	0
207010_at	0
207011_s_at	0
207012_at	0
207013_s_at	0
207014_at	0
207015_s_at	0
207016_s_at	0
207017_at	0
207018_s_at	0
207019_s_at	0
207020_at	0
207021_at	0
207022_s_at	0
207023_x_at	1
207024_at	0
207025_at	0
207026_s_at	0
207027_at	0
207028_at	0
207029_at	0
207030_s_at	1
207031_at	0
207032_s_at	0
207033_at	0
207034_s_at	0
207035_at	0
207036_x_at	0
207037_at	0
207038_at	0
207039_at	1
207040_s_at	1
207041_at	0
207042_at	0
207043_s_at	0
207044_at	0
207045_at	0
207046_at	0
207047_s_at	0
207048_at	0
207049_at	0
207050_at	1
207051_at	0
207052_at	0
207053_at	0
207054_at	0
207055_at	0
207056_s_at	0
207057_at	1
207058_s_at	0
207059_at	0
207060_at	0
207061_at	0
207062_at	0
207063_at	0
207064_s_at	0
207065_at	0
207066_at	0
207067_s_at	0
207068_at	0
207069_s_at	0
207070_at	0
207071_s_at	0
207072_at	0
207073_at	0
207074_s_at	0
207075_at	0
207076_s_at	0
207077_at	0
207078_at	0
207079_s_at	0
207080_s_at	0
207081_s_at	0
207082_at	0
207083_s_at	0
207084_at	1
207085_x_at	0
207086_x_at	0
207087_x_at	0
207088_s_at	0
207089_at	0
207090_x_at	0
207091_at	0
207092_at	0
207093_s_at	0
207094_at	0
207095_at	0
207096_at	0
207097_s_at	0
207098_s_at	0
207099_s_at	0
207100_s_at	0
207101_at	0
207102_at	0
207103_at	0
207104_x_at	0
207105_s_at	0
207106_s_at	0
207107_at	0
207108_s_at	0
207109_at	0
207110_at	0
207111_at	0
207112_s_at	0
207113_s_at	0
207114_at	0
207115_x_at	0
207116_s_at	0
207117_at	1
207118_s_at	0
207119_at	0
207120_at	0
207121_s_at	1
207122_x_at	0
207123_s_at	0
207124_s_at	0
207125_at	0
207126_x_at	0
207127_s_at	1
207128_s_at	0
207129_at	0
207130_at	0
207131_x_at	0
207132_x_at	1
207133_x_at	0
207134_x_at	0
207135_at	0
207136_at	0
207137_at	0
207138_at	0
207139_at	0
207140_at	0
207141_s_at	0
207142_at	0
207143_at	0
207144_s_at	0
207145_at	0
207146_at	0
207147_at	1
207148_x_at	0
207149_at	0
207150_at	0
207151_at	0
207152_at	0
207153_s_at	0
207154_at	0
207155_at	0
207156_at	1
207157_s_at	1
207158_at	0
207159_x_at	0
207160_at	0
207161_at	0
207162_s_at	0
207163_s_at	0
207164_s_at	0
207165_at	0
207166_at	0
207167_at	0
207168_s_at	1
207169_x_at	1
207170_s_at	0
207172_s_at	0
207173_x_at	0
207174_at	1
207175_at	0
207176_s_at	0
207177_at	0
207178_s_at	0
207179_at	0
207180_s_at	1
207181_s_at	1
207182_at	0
207183_at	0
207184_at	0
207185_at	0
207186_s_at	1
207187_at	0
207188_at	0
207189_s_at	0
207190_at	0
207191_s_at	0
207192_at	0
207193_at	0
207194_s_at	0
207195_at	0
207196_s_at	0
207197_at	0
207198_s_at	0
207199_at	0
207200_at	0
207201_s_at	0
207202_s_at	0
207203_s_at	0
207204_at	0
207205_at	0
207206_s_at	0
207207_at	0
207208_at	0
207209_at	0
207210_at	0
207211_at	0
207212_at	0
207213_s_at	0
207214_at	0
207215_at	0
207216_at	0
207217_s_at	0
207218_at	0
207219_at	0
207220_at	0
207221_at	0
207222_at	0
207223_s_at	1
207224_s_at	0
207225_at	0
207226_at	0
207227_x_at	0
207228_at	0
207229_at	0
207230_at	0
207231_at	0
207232_s_at	0
207233_s_at	0
207234_at	0
207235_s_at	0
207236_at	0
207237_at	0
207238_s_at	0
207239_s_at	0
207240_s_at	0
207241_at	0
207242_s_at	0
207243_s_at	1
207244_x_at	0
207245_at	0
207246_at	0
207247_s_at	1
207248_at	0
207249_s_at	0
207250_at	0
207251_at	0
207252_at	0
207253_s_at	1
207254_at	1
207255_at	0
207256_at	0
207257_at	0
207258_at	0
207259_at	0
207260_at	0
207261_at	0
207262_at	0
207263_x_at	0
207264_at	0
207265_s_at	0
207266_x_at	0
207267_s_at	1
207268_x_at	0
207269_at	0
207270_x_at	0
207271_x_at	0
207272_at	0
207273_at	0
207274_at	0
207275_s_at	0
207276_at	0
207277_at	0
207278_s_at	0
207279_s_at	1
207280_at	0
207281_x_at	0
207282_s_at	0
207283_at	0
207284_s_at	0
207285_x_at	0
207286_at	0
207287_at	0
207288_at	0
207289_at	0
207290_at	0
207291_at	0
207292_s_at	0
207293_s_at	0
207294_at	0
207295_at	0
207296_at	0
207298_at	0
207299_s_at	0
207300_s_at	1
207301_at	0
207302_at	0
207303_at	0
207304_at	0
207305_s_at	0
207306_at	0
207307_at	0
207308_at	0
207309_at	0
207310_s_at	0
207311_at	0
207312_at	0
207313_x_at	0
207314_x_at	0
207315_at	0
207316_at	0
207317_s_at	0
207318_s_at	0
207319_s_at	0
207320_x_at	1
207321_s_at	0
207322_at	0
207323_s_at	0
207324_s_at	0
207325_x_at	0
207326_at	0
207327_at	0
207328_at	0
207329_at	0
207330_at	0
207331_at	0
207332_s_at	1
207333_at	0
207334_s_at	0
207335_x_at	1
207336_at	0
207337_at	0
207338_s_at	0
207339_s_at	0
207341_at	0
207342_at	0
207343_at	0
207344_at	0
207345_at	0
207346_at	0
207347_at	0
207348_s_at	0
207349_s_at	0
207350_s_at	0
207351_s_at	0
207352_s_at	0
207353_s_at	0
207354_at	0
207355_at	0
207356_at	0
207357_s_at	0
207358_x_at	1
207359_at	0
207360_s_at	0
207361_at	1
207362_at	0
207363_at	0
207364_at	0
207365_x_at	1
207366_at	0
207367_at	0
207368_at	0
207369_at	0
207370_at	0
207371_at	0
207372_s_at	0
207373_at	0
207374_at	0
207375_s_at	0
207376_at	0
207377_at	0
207378_at	0
207379_at	0
207380_x_at	0
207381_at	0
207382_at	0
207383_s_at	0
207384_at	0
207385_at	0
207386_at	0
207387_s_at	1
207388_s_at	0
207389_at	0
207390_s_at	0
207391_s_at	0
207392_x_at	0
207393_at	0
207394_at	0
207395_at	0
207396_s_at	0
207397_s_at	0
207398_at	0
207399_at	0
207400_at	0
207401_at	1
207402_at	0
207403_at	0
207404_s_at	0
207405_s_at	0
207406_at	0
207407_x_at	0
207408_at	0
207409_at	0
207410_s_at	0
207412_x_at	0
