#Ensembl Gene ID	Tumor Type
ENSG00000135074	HeadNeck
ENSG00000135424	HeadNeck
ENSG00000139517	HeadNeck
ENSG00000141510	HeadNeck
ENSG00000141646	HeadNeck
ENSG00000143379	HeadNeck
ENSG00000145348	HeadNeck
ENSG00000145715	HeadNeck
ENSG00000146648	HeadNeck
ENSG00000146950	HeadNeck
ENSG00000147889	HeadNeck
ENSG00000153208	HeadNeck
ENSG00000153487	HeadNeck
ENSG00000154736	HeadNeck
ENSG00000155657	HeadNeck
ENSG00000155890	HeadNeck
ENSG00000157764	HeadNeck
ENSG00000158186	HeadNeck
ENSG00000162711	HeadNeck
ENSG00000163918	HeadNeck
ENSG00000166847	HeadNeck
ENSG00000169760	HeadNeck
ENSG00000169851	HeadNeck
ENSG00000171862	HeadNeck
ENSG00000172845	HeadNeck
ENSG00000174197	HeadNeck
ENSG00000174775	HeadNeck
ENSG00000179542	HeadNeck
ENSG00000182670	HeadNeck
ENSG00000182732	HeadNeck
ENSG00000183665	HeadNeck
ENSG00000184515	HeadNeck
ENSG00000185010	HeadNeck
ENSG00000185950	HeadNeck
ENSG00000188906	HeadNeck
ENSG00000197563	HeadNeck
ENSG00000198625	HeadNeck
GNASNM016592.1	HeadNeck
LOC392439	HeadNeck
ENSG00000133703	Larynx
ENSG00000146648	Larynx
ENSG00000147889	Larynx
ENSG00000171862	Larynx
ENSG00000174775	Larynx
ENSG00000213281	Larynx
ENSG00000064012	Liver
ENSG00000103126	Liver
ENSG00000104213	Liver
ENSG00000105976	Liver
ENSG00000118046	Liver
ENSG00000121879	Liver
ENSG00000128602	Liver
ENSG00000133703	Liver
ENSG00000134352	Liver
ENSG00000134982	Liver
ENSG00000135100	Liver
ENSG00000139618	Liver
ENSG00000139687	Liver
ENSG00000141510	Liver
ENSG00000141646	Liver
ENSG00000141736	Liver
ENSG00000147889	Liver
ENSG00000157764	Liver
ENSG00000168036	Liver
ENSG00000171862	Liver
ENSG00000182578	Liver
ENSG00000197081	Liver
ENSG00000213281	Liver
ENSG00000099956	Meninges
ENSG00000121879	Meninges
ENSG00000147889	Meninges
ENSG00000171862	Meninges
ENSG00000186575	Meninges
ENSG00000213281	Mesothelioma
ENSG00000068078	Mouth
ENSG00000121879	Mouth
ENSG00000128602	Mouth
ENSG00000133703	Mouth
ENSG00000141510	Mouth
ENSG00000141646	Mouth
ENSG00000146648	Mouth
ENSG00000147889	Mouth
ENSG00000148400	Mouth
ENSG00000168036	Mouth
ENSG00000171862	Mouth
ENSG00000174775	Mouth
ENSG00000185920	Mouth
ENSG00000213281	Mouth
ENSG00000068078	MultipleMyeloma
ENSG00000121879	MultipleMyeloma
ENSG00000133703	MultipleMyeloma
ENSG00000137265	MultipleMyeloma
ENSG00000213281	MultipleMyeloma
ENSG00000141458	Nasopharyngeal
ENSG00000141510	Nasopharyngeal
ENSG00000008226	Oesophagus
ENSG00000039068	Oesophagus
ENSG00000061337	Oesophagus
ENSG00000118046	Oesophagus
ENSG00000121879	Oesophagus
ENSG00000127870	Oesophagus
ENSG00000133703	Oesophagus
ENSG00000134107	Oesophagus
ENSG00000134982	Oesophagus
ENSG00000135605	Oesophagus
ENSG00000139618	Oesophagus
ENSG00000139687	Oesophagus
ENSG00000141510	Oesophagus
ENSG00000141646	Oesophagus
ENSG00000146648	Oesophagus
ENSG00000147050	Oesophagus
ENSG00000147889	Oesophagus
ENSG00000148400	Oesophagus
ENSG00000149557	Oesophagus
ENSG00000157764	Oesophagus
ENSG00000163513	Oesophagus
ENSG00000164741	Oesophagus
ENSG00000168036	Oesophagus
ENSG00000171862	Oesophagus
ENSG00000174775	Oesophagus
ENSG00000185920	Oesophagus
ENSG00000186153	Oesophagus
ENSG00000006062	Ovary
ENSG00000007264	Ovary
ENSG00000008086	Ovary
ENSG00000012048	Ovary
ENSG00000039068	Ovary
ENSG00000044115	Ovary
ENSG00000058091	Ovary
ENSG00000061938	Ovary
ENSG00000065361	Ovary
ENSG00000065534	Ovary
ENSG00000065559	Ovary
ENSG00000065613	Ovary
ENSG00000066468	Ovary
ENSG00000071242	Ovary
ENSG00000072195	Ovary
ENSG00000073331	Ovary
ENSG00000076242	Ovary
ENSG00000085511	Ovary
ENSG00000086015	Ovary
ENSG00000087460	Ovary
ENSG00000091436	Ovary
ENSG00000092439	Ovary
ENSG00000095002	Ovary
ENSG00000095015	Ovary
ENSG00000095777	Ovary
ENSG00000096968	Ovary
ENSG00000101336	Ovary
ENSG00000104375	Ovary
ENSG00000105221	Ovary
ENSG00000105613	Ovary
ENSG00000105976	Ovary
ENSG00000106123	Ovary
ENSG00000109670	Ovary
ENSG00000112742	Ovary
ENSG00000114738	Ovary
ENSG00000115216	Ovary
ENSG00000116062	Ovary
ENSG00000116141	Ovary
ENSG00000118046	Ovary
ENSG00000119638	Ovary
ENSG00000120156	Ovary
ENSG00000121101	Ovary
ENSG00000121879	Ovary
ENSG00000122728	Ovary
ENSG00000122779	Ovary
ENSG00000122966	Ovary
ENSG00000126562	Ovary
ENSG00000132155	Ovary
ENSG00000133703	Ovary
ENSG00000133818	Ovary
ENSG00000134982	Ovary
ENSG00000135250	Ovary
ENSG00000135828	Ovary
ENSG00000136383	Ovary
ENSG00000136643	Ovary
ENSG00000138769	Ovary
ENSG00000139618	Ovary
ENSG00000139687	Ovary
ENSG00000141510	Ovary
ENSG00000141646	Ovary
ENSG00000141736	Ovary
ENSG00000142208	Ovary
ENSG00000142733	Ovary
ENSG00000142875	Ovary
ENSG00000143322	Ovary
ENSG00000145632	Ovary
ENSG00000145675	Ovary
ENSG00000147889	Ovary
ENSG00000150457	Ovary
ENSG00000151414	Ovary
ENSG00000151422	Ovary
ENSG00000154358	Ovary
ENSG00000154928	Ovary
ENSG00000155657	Ovary
ENSG00000157404	Ovary
ENSG00000157764	Ovary
ENSG00000160602	Ovary
ENSG00000162595	Ovary
ENSG00000163482	Ovary
ENSG00000163491	Ovary
ENSG00000163545	Ovary
ENSG00000163785	Ovary
ENSG00000163788	Ovary
ENSG00000164076	Ovary
ENSG00000164078	Ovary
ENSG00000165238	Ovary
ENSG00000165304	Ovary
ENSG00000167524	Ovary
ENSG00000167601	Ovary
ENSG00000167657	Ovary
ENSG00000168036	Ovary
ENSG00000170820	Ovary
ENSG00000171094	Ovary
ENSG00000171862	Ovary
ENSG00000173366	Ovary
ENSG00000175054	Ovary
ENSG00000175634	Ovary
ENSG00000177169	Ovary
ENSG00000178607	Ovary
ENSG00000181409	Ovary
ENSG00000183715	Ovary
ENSG00000184640	Ovary
ENSG00000185345	Ovary
ENSG00000185483	Ovary
ENSG00000188322	Ovary
ENSG00000188906	Ovary
ENSG00000196367	Ovary
ENSG00000198400	Ovary
ENSG00000198793	Ovary
ENSG00000198796	Ovary
ENSG00000213281	Ovary
ENSG00000214102	Ovary
C6orf54	Pancreas
C9orf45	Pancreas
CHMP1B	Pancreas
ENSG00000003400	Pancreas
ENSG00000004846	Pancreas
ENSG00000005020	Pancreas
ENSG00000005100	Pancreas
ENSG00000005156	Pancreas
ENSG00000005339	Pancreas
ENSG00000005421	Pancreas
ENSG00000005483	Pancreas
ENSG00000005810	Pancreas
ENSG00000006534	Pancreas
ENSG00000007174	Pancreas
ENSG00000007314	Pancreas
ENSG00000007516	Pancreas
ENSG00000008083	Pancreas
ENSG00000008226	Pancreas
ENSG00000009694	Pancreas
ENSG00000009724	Pancreas
ENSG00000009950	Pancreas
ENSG00000011114	Pancreas
ENSG00000011201	Pancreas
ENSG00000011566	Pancreas
ENSG00000012779	Pancreas
ENSG00000013441	Pancreas
ENSG00000013725	Pancreas
ENSG00000015532	Pancreas
ENSG00000015592	Pancreas
ENSG00000020129	Pancreas
ENSG00000021645	Pancreas
ENSG00000022355	Pancreas
ENSG00000024048	Pancreas
ENSG00000025423	Pancreas
ENSG00000026025	Pancreas
ENSG00000027847	Pancreas
ENSG00000032514	Pancreas
ENSG00000035928	Pancreas
ENSG00000039068	Pancreas
ENSG00000039139	Pancreas
ENSG00000040731	Pancreas
ENSG00000044459	Pancreas
ENSG00000044524	Pancreas
ENSG00000046889	Pancreas
ENSG00000047365	Pancreas
ENSG00000048342	Pancreas
ENSG00000048707	Pancreas
ENSG00000049246	Pancreas
ENSG00000049540	Pancreas
ENSG00000050555	Pancreas
ENSG00000050628	Pancreas
ENSG00000053900	Pancreas
ENSG00000054654	Pancreas
ENSG00000054803	Pancreas
ENSG00000055332	Pancreas
ENSG00000055609	Pancreas
ENSG00000058063	Pancreas
ENSG00000058804	Pancreas
ENSG00000059573	Pancreas
ENSG00000059804	Pancreas
ENSG00000060709	Pancreas
ENSG00000060718	Pancreas
ENSG00000063169	Pancreas
ENSG00000064687	Pancreas
ENSG00000064692	Pancreas
ENSG00000065357	Pancreas
ENSG00000065559	Pancreas
ENSG00000065618	Pancreas
ENSG00000066032	Pancreas
ENSG00000066084	Pancreas
ENSG00000066629	Pancreas
ENSG00000066855	Pancreas
ENSG00000067141	Pancreas
ENSG00000067369	Pancreas
ENSG00000067596	Pancreas
ENSG00000067715	Pancreas
ENSG00000067798	Pancreas
ENSG00000067842	Pancreas
ENSG00000068308	Pancreas
ENSG00000068781	Pancreas
ENSG00000068793	Pancreas
ENSG00000068878	Pancreas
ENSG00000070729	Pancreas
ENSG00000071127	Pancreas
ENSG00000071205	Pancreas
ENSG00000071655	Pancreas
ENSG00000072041	Pancreas
ENSG00000072736	Pancreas
ENSG00000072786	Pancreas
ENSG00000072858	Pancreas
ENSG00000073605	Pancreas
ENSG00000073670	Pancreas
ENSG00000073711	Pancreas
ENSG00000075275	Pancreas
ENSG00000075292	Pancreas
ENSG00000075429	Pancreas
ENSG00000075856	Pancreas
ENSG00000076242	Pancreas
ENSG00000076555	Pancreas
ENSG00000076826	Pancreas
ENSG00000077044	Pancreas
ENSG00000077092	Pancreas
ENSG00000077616	Pancreas
ENSG00000078018	Pancreas
ENSG00000078699	Pancreas
ENSG00000079102	Pancreas
ENSG00000079387	Pancreas
ENSG00000079689	Pancreas
ENSG00000079691	Pancreas
ENSG00000079841	Pancreas
ENSG00000080166	Pancreas
ENSG00000080298	Pancreas
ENSG00000080511	Pancreas
ENSG00000081052	Pancreas
ENSG00000081138	Pancreas
ENSG00000081479	Pancreas
ENSG00000081853	Pancreas
ENSG00000082438	Pancreas
ENSG00000082458	Pancreas
ENSG00000082684	Pancreas
ENSG00000083067	Pancreas
ENSG00000083093	Pancreas
ENSG00000083168	Pancreas
ENSG00000083457	Pancreas
ENSG00000083642	Pancreas
ENSG00000083857	Pancreas
ENSG00000084453	Pancreas
ENSG00000084674	Pancreas
ENSG00000084774	Pancreas
ENSG00000085276	Pancreas
ENSG00000086015	Pancreas
ENSG00000087470	Pancreas
ENSG00000088320	Pancreas
ENSG00000088367	Pancreas
ENSG00000088543	Pancreas
ENSG00000088756	Pancreas
ENSG00000088827	Pancreas
ENSG00000089101	Pancreas
ENSG00000089195	Pancreas
ENSG00000089225	Pancreas
ENSG00000089250	Pancreas
ENSG00000090402	Pancreas
ENSG00000090615	Pancreas
ENSG00000090924	Pancreas
ENSG00000090971	Pancreas
ENSG00000091009	Pancreas
ENSG00000091536	Pancreas
ENSG00000092051	Pancreas
ENSG00000092200	Pancreas
ENSG00000095777	Pancreas
ENSG00000099260	Pancreas
ENSG00000099956	Pancreas
ENSG00000099995	Pancreas
ENSG00000100012	Pancreas
ENSG00000100150	Pancreas
ENSG00000100368	Pancreas
ENSG00000100393	Pancreas
ENSG00000100445	Pancreas
ENSG00000100473	Pancreas
ENSG00000100558	Pancreas
ENSG00000100664	Pancreas
ENSG00000100697	Pancreas
ENSG00000101292	Pancreas
ENSG00000101311	Pancreas
ENSG00000101333	Pancreas
ENSG00000101336	Pancreas
ENSG00000101337	Pancreas
ENSG00000101361	Pancreas
ENSG00000101413	Pancreas
ENSG00000101448	Pancreas
ENSG00000101638	Pancreas
ENSG00000101639	Pancreas
ENSG00000101680	Pancreas
ENSG00000101773	Pancreas
ENSG00000101844	Pancreas
ENSG00000101871	Pancreas
ENSG00000102032	Pancreas
ENSG00000102053	Pancreas
ENSG00000102081	Pancreas
ENSG00000102452	Pancreas
ENSG00000102554	Pancreas
ENSG00000102606	Pancreas
ENSG00000103043	Pancreas
ENSG00000103197	Pancreas
ENSG00000103254	Pancreas
ENSG00000103351	Pancreas
ENSG00000103404	Pancreas
ENSG00000103546	Pancreas
ENSG00000103723	Pancreas
ENSG00000103742	Pancreas
ENSG00000104044	Pancreas
ENSG00000104237	Pancreas
ENSG00000104299	Pancreas
ENSG00000104327	Pancreas
ENSG00000104447	Pancreas
ENSG00000104522	Pancreas
ENSG00000104537	Pancreas
ENSG00000104731	Pancreas
ENSG00000104835	Pancreas
ENSG00000104859	Pancreas
ENSG00000104885	Pancreas
ENSG00000104888	Pancreas
ENSG00000104907	Pancreas
ENSG00000105137	Pancreas
ENSG00000105143	Pancreas
ENSG00000105221	Pancreas
ENSG00000105229	Pancreas
ENSG00000105270	Pancreas
ENSG00000105278	Pancreas
ENSG00000105509	Pancreas
ENSG00000105538	Pancreas
ENSG00000105568	Pancreas
ENSG00000105643	Pancreas
ENSG00000105647	Pancreas
ENSG00000105655	Pancreas
ENSG00000105771	Pancreas
ENSG00000105825	Pancreas
ENSG00000105835	Pancreas
ENSG00000105851	Pancreas
ENSG00000105877	Pancreas
ENSG00000106009	Pancreas
ENSG00000106034	Pancreas
ENSG00000106327	Pancreas
ENSG00000106546	Pancreas
ENSG00000106571	Pancreas
ENSG00000107147	Pancreas
ENSG00000107201	Pancreas
ENSG00000107611	Pancreas
ENSG00000107863	Pancreas
ENSG00000108001	Pancreas
ENSG00000108039	Pancreas
ENSG00000108344	Pancreas
ENSG00000108395	Pancreas
ENSG00000108424	Pancreas
ENSG00000108602	Pancreas
ENSG00000108691	Pancreas
ENSG00000108984	Pancreas
ENSG00000109063	Pancreas
ENSG00000109625	Pancreas
ENSG00000109670	Pancreas
ENSG00000110429	Pancreas
ENSG00000110756	Pancreas
ENSG00000110799	Pancreas
ENSG00000110811	Pancreas
ENSG00000110844	Pancreas
ENSG00000111077	Pancreas
ENSG00000111087	Pancreas
ENSG00000111325	Pancreas
ENSG00000111405	Pancreas
ENSG00000111452	Pancreas
ENSG00000111602	Pancreas
ENSG00000111615	Pancreas
ENSG00000111726	Pancreas
ENSG00000111732	Pancreas
ENSG00000111879	Pancreas
ENSG00000112146	Pancreas
ENSG00000112182	Pancreas
ENSG00000112365	Pancreas
ENSG00000112425	Pancreas
ENSG00000112742	Pancreas
ENSG00000112769	Pancreas
ENSG00000112818	Pancreas
ENSG00000112837	Pancreas
ENSG00000112852	Pancreas
ENSG00000113073	Pancreas
ENSG00000113282	Pancreas
ENSG00000114013	Pancreas
ENSG00000114200	Pancreas
ENSG00000114446	Pancreas
ENSG00000114487	Pancreas
ENSG00000114554	Pancreas
ENSG00000114790	Pancreas
ENSG00000115053	Pancreas
ENSG00000115112	Pancreas
ENSG00000115232	Pancreas
ENSG00000115266	Pancreas
ENSG00000115380	Pancreas
ENSG00000115414	Pancreas
ENSG00000115507	Pancreas
ENSG00000115524	Pancreas
ENSG00000115705	Pancreas
ENSG00000115760	Pancreas
ENSG00000115816	Pancreas
ENSG00000115966	Pancreas
ENSG00000116014	Pancreas
ENSG00000116127	Pancreas
ENSG00000116147	Pancreas
ENSG00000116685	Pancreas
ENSG00000116863	Pancreas
ENSG00000116885	Pancreas
ENSG00000116984	Pancreas
ENSG00000116991	Pancreas
ENSG00000117000	Pancreas
ENSG00000117069	Pancreas
ENSG00000117115	Pancreas
ENSG00000117226	Pancreas
ENSG00000117394	Pancreas
ENSG00000117400	Pancreas
ENSG00000117616	Pancreas
ENSG00000117640	Pancreas
ENSG00000117713	Pancreas
ENSG00000118046	Pancreas
ENSG00000118058	Pancreas
ENSG00000118094	Pancreas
ENSG00000118322	Pancreas
ENSG00000118492	Pancreas
ENSG00000118514	Pancreas
ENSG00000118707	Pancreas
ENSG00000118946	Pancreas
ENSG00000119041	Pancreas
ENSG00000119328	Pancreas
ENSG00000119383	Pancreas
ENSG00000119682	Pancreas
ENSG00000120054	Pancreas
ENSG00000120802	Pancreas
ENSG00000120949	Pancreas
ENSG00000121101	Pancreas
ENSG00000121297	Pancreas
ENSG00000121440	Pancreas
ENSG00000121486	Pancreas
ENSG00000121691	Pancreas
ENSG00000121871	Pancreas
ENSG00000121879	Pancreas
ENSG00000121903	Pancreas
ENSG00000122122	Pancreas
ENSG00000122257	Pancreas
ENSG00000122299	Pancreas
ENSG00000122483	Pancreas
ENSG00000122728	Pancreas
ENSG00000122882	Pancreas
ENSG00000123130	Pancreas
ENSG00000123384	Pancreas
ENSG00000124104	Pancreas
ENSG00000124126	Pancreas
ENSG00000124155	Pancreas
ENSG00000124225	Pancreas
ENSG00000124279	Pancreas
ENSG00000124356	Pancreas
ENSG00000124535	Pancreas
ENSG00000124568	Pancreas
ENSG00000124613	Pancreas
ENSG00000124721	Pancreas
ENSG00000124782	Pancreas
ENSG00000124942	Pancreas
ENSG00000125089	Pancreas
ENSG00000125414	Pancreas
ENSG00000125445	Pancreas
ENSG00000125449	Pancreas
ENSG00000125482	Pancreas
ENSG00000125675	Pancreas
ENSG00000125730	Pancreas
ENSG00000125846	Pancreas
ENSG00000126005	Pancreas
ENSG00000126218	Pancreas
ENSG00000126464	Pancreas
ENSG00000126583	Pancreas
ENSG00000126733	Pancreas
ENSG00000126890	Pancreas
ENSG00000126947	Pancreas
ENSG00000127311	Pancreas
ENSG00000127481	Pancreas
ENSG00000127616	Pancreas
ENSG00000127903	Pancreas
ENSG00000127946	Pancreas
ENSG00000127947	Pancreas
ENSG00000128000	Pancreas
ENSG00000128298	Pancreas
ENSG00000128567	Pancreas
ENSG00000128573	Pancreas
ENSG00000128594	Pancreas
ENSG00000128908	Pancreas
ENSG00000129244	Pancreas
ENSG00000129317	Pancreas
ENSG00000129467	Pancreas
ENSG00000129646	Pancreas
ENSG00000129654	Pancreas
ENSG00000129991	Pancreas
ENSG00000130226	Pancreas
ENSG00000130227	Pancreas
ENSG00000130413	Pancreas
ENSG00000130508	Pancreas
ENSG00000130559	Pancreas
ENSG00000130635	Pancreas
ENSG00000130699	Pancreas
ENSG00000130702	Pancreas
ENSG00000130725	Pancreas
ENSG00000130766	Pancreas
ENSG00000130783	Pancreas
ENSG00000130881	Pancreas
ENSG00000131016	Pancreas
ENSG00000131018	Pancreas
ENSG00000131089	Pancreas
ENSG00000131095	Pancreas
ENSG00000131437	Pancreas
ENSG00000131620	Pancreas
ENSG00000131725	Pancreas
ENSG00000132010	Pancreas
ENSG00000132128	Pancreas
ENSG00000132141	Pancreas
ENSG00000132182	Pancreas
ENSG00000132405	Pancreas
ENSG00000132522	Pancreas
ENSG00000132549	Pancreas
ENSG00000132694	Pancreas
ENSG00000132704	Pancreas
ENSG00000132881	Pancreas
ENSG00000132938	Pancreas
ENSG00000132952	Pancreas
ENSG00000132970	Pancreas
ENSG00000133048	Pancreas
ENSG00000133067	Pancreas
ENSG00000133069	Pancreas
ENSG00000133114	Pancreas
ENSG00000133121	Pancreas
ENSG00000133422	Pancreas
ENSG00000133703	Pancreas
ENSG00000133895	Pancreas
ENSG00000134086	Pancreas
ENSG00000134115	Pancreas
ENSG00000134160	Pancreas
ENSG00000134207	Pancreas
ENSG00000134222	Pancreas
ENSG00000134317	Pancreas
ENSG00000134343	Pancreas
ENSG00000134365	Pancreas
ENSG00000134371	Pancreas
ENSG00000134516	Pancreas
ENSG00000134595	Pancreas
ENSG00000134644	Pancreas
ENSG00000134824	Pancreas
ENSG00000134982	Pancreas
ENSG00000135074	Pancreas
ENSG00000135297	Pancreas
ENSG00000135298	Pancreas
ENSG00000135299	Pancreas
ENSG00000135333	Pancreas
ENSG00000135503	Pancreas
ENSG00000135740	Pancreas
ENSG00000135749	Pancreas
ENSG00000135999	Pancreas
ENSG00000136286	Pancreas
ENSG00000136449	Pancreas
ENSG00000136487	Pancreas
ENSG00000136531	Pancreas
ENSG00000136546	Pancreas
ENSG00000136878	Pancreas
ENSG00000136982	Pancreas
ENSG00000137197	Pancreas
ENSG00000137200	Pancreas
ENSG00000137573	Pancreas
ENSG00000137656	Pancreas
ENSG00000137747	Pancreas
ENSG00000137766	Pancreas
ENSG00000137802	Pancreas
ENSG00000137808	Pancreas
ENSG00000137809	Pancreas
ENSG00000137992	Pancreas
ENSG00000138080	Pancreas
ENSG00000138182	Pancreas
ENSG00000138346	Pancreas
ENSG00000138356	Pancreas
ENSG00000138378	Pancreas
ENSG00000138411	Pancreas
ENSG00000138496	Pancreas
ENSG00000138615	Pancreas
ENSG00000138688	Pancreas
ENSG00000138738	Pancreas
ENSG00000138777	Pancreas
ENSG00000138829	Pancreas
ENSG00000139083	Pancreas
ENSG00000139116	Pancreas
ENSG00000139155	Pancreas
ENSG00000139220	Pancreas
ENSG00000139364	Pancreas
ENSG00000139618	Pancreas
ENSG00000139636	Pancreas
ENSG00000139915	Pancreas
ENSG00000139985	Pancreas
ENSG00000140022	Pancreas
ENSG00000140279	Pancreas
ENSG00000140379	Pancreas
ENSG00000140465	Pancreas
ENSG00000140479	Pancreas
ENSG00000140538	Pancreas
ENSG00000140543	Pancreas
ENSG00000140563	Pancreas
ENSG00000140575	Pancreas
ENSG00000140600	Pancreas
ENSG00000140983	Pancreas
ENSG00000141431	Pancreas
ENSG00000141510	Pancreas
ENSG00000141646	Pancreas
ENSG00000141750	Pancreas
ENSG00000141837	Pancreas
ENSG00000141933	Pancreas
ENSG00000142233	Pancreas
ENSG00000142303	Pancreas
ENSG00000142319	Pancreas
ENSG00000142449	Pancreas
ENSG00000142583	Pancreas
ENSG00000142599	Pancreas
ENSG00000142609	Pancreas
ENSG00000142892	Pancreas
ENSG00000142961	Pancreas
ENSG00000143375	Pancreas
ENSG00000143776	Pancreas
ENSG00000143816	Pancreas
ENSG00000143970	Pancreas
ENSG00000144057	Pancreas
ENSG00000144119	Pancreas
ENSG00000144218	Pancreas
ENSG00000144278	Pancreas
ENSG00000144290	Pancreas
ENSG00000144339	Pancreas
ENSG00000144452	Pancreas
ENSG00000144596	Pancreas
ENSG00000144668	Pancreas
ENSG00000144712	Pancreas
ENSG00000144741	Pancreas
ENSG00000144815	Pancreas
ENSG00000144857	Pancreas
ENSG00000145050	Pancreas
ENSG00000145246	Pancreas
ENSG00000145428	Pancreas
ENSG00000145555	Pancreas
ENSG00000145623	Pancreas
ENSG00000145920	Pancreas
ENSG00000145945	Pancreas
ENSG00000146151	Pancreas
ENSG00000146192	Pancreas
ENSG00000146205	Pancreas
ENSG00000146276	Pancreas
ENSG00000146648	Pancreas
ENSG00000146700	Pancreas
ENSG00000146731	Pancreas
ENSG00000146839	Pancreas
ENSG00000147050	Pancreas
ENSG00000147082	Pancreas
ENSG00000147144	Pancreas
ENSG00000147162	Pancreas
ENSG00000147168	Pancreas
ENSG00000147655	Pancreas
ENSG00000147852	Pancreas
ENSG00000147853	Pancreas
ENSG00000147889	Pancreas
ENSG00000148215	Pancreas
ENSG00000149256	Pancreas
ENSG00000149292	Pancreas
ENSG00000149295	Pancreas
ENSG00000149328	Pancreas
ENSG00000149485	Pancreas
ENSG00000149599	Pancreas
ENSG00000149633	Pancreas
ENSG00000149782	Pancreas
ENSG00000149922	Pancreas
ENSG00000149972	Pancreas
ENSG00000150261	Pancreas
ENSG00000150275	Pancreas
ENSG00000150471	Pancreas
ENSG00000150627	Pancreas
ENSG00000150672	Pancreas
ENSG00000150687	Pancreas
ENSG00000150712	Pancreas
ENSG00000150995	Pancreas
ENSG00000151025	Pancreas
ENSG00000151150	Pancreas
ENSG00000151164	Pancreas
ENSG00000151577	Pancreas
ENSG00000151655	Pancreas
ENSG00000151657	Pancreas
ENSG00000151687	Pancreas
ENSG00000151892	Pancreas
ENSG00000151952	Pancreas
ENSG00000152402	Pancreas
ENSG00000152582	Pancreas
ENSG00000152689	Pancreas
ENSG00000152818	Pancreas
ENSG00000152894	Pancreas
ENSG00000152910	Pancreas
ENSG00000152969	Pancreas
ENSG00000153201	Pancreas
ENSG00000153885	Pancreas
ENSG00000153902	Pancreas
ENSG00000153914	Pancreas
ENSG00000153956	Pancreas
ENSG00000154118	Pancreas
ENSG00000154330	Pancreas
ENSG00000154358	Pancreas
ENSG00000154415	Pancreas
ENSG00000154736	Pancreas
ENSG00000155506	Pancreas
ENSG00000155657	Pancreas
ENSG00000155714	Pancreas
ENSG00000155816	Pancreas
ENSG00000155875	Pancreas
ENSG00000155966	Pancreas
ENSG00000156113	Pancreas
ENSG00000156218	Pancreas
ENSG00000156256	Pancreas
ENSG00000156381	Pancreas
ENSG00000156466	Pancreas
ENSG00000157005	Pancreas
ENSG00000157014	Pancreas
ENSG00000157060	Pancreas
ENSG00000157212	Pancreas
ENSG00000157510	Pancreas
ENSG00000157637	Pancreas
ENSG00000157693	Pancreas
ENSG00000157764	Pancreas
ENSG00000157890	Pancreas
ENSG00000157927	Pancreas
ENSG00000158092	Pancreas
ENSG00000158270	Pancreas
ENSG00000158290	Pancreas
ENSG00000158417	Pancreas
ENSG00000158435	Pancreas
ENSG00000158458	Pancreas
ENSG00000158477	Pancreas
ENSG00000158887	Pancreas
ENSG00000159063	Pancreas
ENSG00000159164	Pancreas
ENSG00000159640	Pancreas
ENSG00000160111	Pancreas
ENSG00000160181	Pancreas
ENSG00000160220	Pancreas
ENSG00000160282	Pancreas
ENSG00000160299	Pancreas
ENSG00000160410	Pancreas
ENSG00000160505	Pancreas
ENSG00000160602	Pancreas
ENSG00000160961	Pancreas
ENSG00000160967	Pancreas
ENSG00000161091	Pancreas
ENSG00000161640	Pancreas
ENSG00000161791	Pancreas
ENSG00000162129	Pancreas
ENSG00000162222	Pancreas
ENSG00000162384	Pancreas
ENSG00000162599	Pancreas
ENSG00000162621	Pancreas
ENSG00000162630	Pancreas
ENSG00000162711	Pancreas
ENSG00000162722	Pancreas
ENSG00000162783	Pancreas
ENSG00000162814	Pancreas
ENSG00000162981	Pancreas
ENSG00000162989	Pancreas
ENSG00000162999	Pancreas
ENSG00000163013	Pancreas
ENSG00000163083	Pancreas
ENSG00000163092	Pancreas
ENSG00000163156	Pancreas
ENSG00000163159	Pancreas
ENSG00000163359	Pancreas
ENSG00000163393	Pancreas
ENSG00000163431	Pancreas
ENSG00000163491	Pancreas
ENSG00000163492	Pancreas
ENSG00000163513	Pancreas
ENSG00000163564	Pancreas
ENSG00000163568	Pancreas
ENSG00000163606	Pancreas
ENSG00000163634	Pancreas
ENSG00000163669	Pancreas
ENSG00000163743	Pancreas
ENSG00000163781	Pancreas
ENSG00000163823	Pancreas
ENSG00000163848	Pancreas
ENSG00000163898	Pancreas
ENSG00000163939	Pancreas
ENSG00000163960	Pancreas
ENSG00000163995	Pancreas
ENSG00000164050	Pancreas
ENSG00000164061	Pancreas
ENSG00000164128	Pancreas
ENSG00000164151	Pancreas
ENSG00000164199	Pancreas
ENSG00000164256	Pancreas
ENSG00000164291	Pancreas
ENSG00000164307	Pancreas
ENSG00000164309	Pancreas
ENSG00000164318	Pancreas
ENSG00000164330	Pancreas
ENSG00000164403	Pancreas
ENSG00000164418	Pancreas
ENSG00000164458	Pancreas
ENSG00000164741	Pancreas
ENSG00000164815	Pancreas
ENSG00000164935	Pancreas
ENSG00000164946	Pancreas
ENSG00000165028	Pancreas
ENSG00000165059	Pancreas
ENSG00000165300	Pancreas
ENSG00000165323	Pancreas
ENSG00000165379	Pancreas
ENSG00000165478	Pancreas
ENSG00000165609	Pancreas
ENSG00000165637	Pancreas
ENSG00000165695	Pancreas
ENSG00000165819	Pancreas
ENSG00000165966	Pancreas
ENSG00000166006	Pancreas
ENSG00000166073	Pancreas
ENSG00000166105	Pancreas
