#Ensembl Gene ID	Tumor Type
ENSG00000100262	Breast
ENSG00000100281	Breast
ENSG00000100296	Breast
ENSG00000100316	Breast
ENSG00000100330	Breast
ENSG00000100342	Breast
ENSG00000100345	Breast
ENSG00000100346	Breast
ENSG00000100393	Breast
ENSG00000100412	Breast
ENSG00000100625	Breast
ENSG00000100664	Breast
ENSG00000100678	Breast
ENSG00000100815	Breast
ENSG00000100888	Breast
ENSG00000100906	Breast
ENSG00000101019	Breast
ENSG00000101246	Breast
ENSG00000101294	Breast
ENSG00000101321	Breast
ENSG00000101441	Breast
ENSG00000101542	Breast
ENSG00000101544	Breast
ENSG00000101680	Breast
ENSG00000101890	Breast
ENSG00000101928	Breast
ENSG00000102001	Breast
ENSG00000102024	Breast
ENSG00000102043	Breast
ENSG00000102100	Breast
ENSG00000102241	Breast
ENSG00000102313	Breast
ENSG00000102316	Breast
ENSG00000102452	Breast
ENSG00000102893	Breast
ENSG00000102996	Breast
ENSG00000103175	Breast
ENSG00000103275	Breast
ENSG00000103351	Breast
ENSG00000103375	Breast
ENSG00000103423	Breast
ENSG00000103495	Breast
ENSG00000103657	Breast
ENSG00000104044	Breast
ENSG00000104205	Breast
ENSG00000104218	Breast
ENSG00000104356	Breast
ENSG00000104365	Breast
ENSG00000104722	Breast
ENSG00000104859	Breast
ENSG00000105063	Breast
ENSG00000105127	Breast
ENSG00000105341	Breast
ENSG00000105376	Breast
ENSG00000105392	Breast
ENSG00000105397	Breast
ENSG00000105464	Breast
ENSG00000105662	Breast
ENSG00000105663	Breast
ENSG00000105875	Breast
ENSG00000105976	Breast
ENSG00000105989	Breast
ENSG00000106052	Breast
ENSG00000106086	Breast
ENSG00000106436	Breast
ENSG00000106692	Breast
ENSG00000107140	Breast
ENSG00000107371	Breast
ENSG00000107611	Breast
ENSG00000107816	Breast
ENSG00000107949	Breast
ENSG00000108018	Breast
ENSG00000108175	Breast
ENSG00000108256	Breast
ENSG00000109061	Breast
ENSG00000109158	Breast
ENSG00000109320	Breast
ENSG00000109458	Breast
ENSG00000109572	Breast
ENSG00000109670	Breast
ENSG00000109680	Breast
ENSG00000109762	Breast
ENSG00000109927	Breast
ENSG00000110092	Breast
ENSG00000110318	Breast
ENSG00000110455	Breast
ENSG00000110628	Breast
ENSG00000110713	Breast
ENSG00000110799	Breast
ENSG00000110851	Breast
ENSG00000111087	Breast
ENSG00000111196	Breast
ENSG00000111249	Breast
ENSG00000111300	Breast
ENSG00000111602	Breast
ENSG00000111676	Breast
ENSG00000111679	Breast
ENSG00000111716	Breast
ENSG00000111752	Breast
ENSG00000111799	Breast
ENSG00000111837	Breast
ENSG00000111860	Breast
ENSG00000112077	Breast
ENSG00000112238	Breast
ENSG00000112297	Breast
ENSG00000112462	Breast
ENSG00000112499	Breast
ENSG00000112701	Breast
ENSG00000112739	Breast
ENSG00000112769	Breast
ENSG00000113248	Breast
ENSG00000113262	Breast
ENSG00000113319	Breast
ENSG00000113369	Breast
ENSG00000113441	Breast
ENSG00000113448	Breast
ENSG00000113621	Breast
ENSG00000113645	Breast
ENSG00000113712	Breast
ENSG00000113721	Breast
ENSG00000113758	Breast
ENSG00000113805	Breast
ENSG00000113810	Breast
ENSG00000114268	Breast
ENSG00000114270	Breast
ENSG00000114346	Breast
ENSG00000114416	Breast
ENSG00000114767	Breast
ENSG00000114786	Breast
ENSG00000114923	Breast
ENSG00000115041	Breast
ENSG00000115155	Breast
ENSG00000115266	Breast
ENSG00000115306	Breast
ENSG00000115414	Breast
ENSG00000115415	Breast
ENSG00000115464	Breast
ENSG00000115504	Breast
ENSG00000115524	Breast
ENSG00000115548	Breast
ENSG00000115568	Breast
ENSG00000115616	Breast
ENSG00000115657	Breast
ENSG00000115677	Breast
ENSG00000115760	Breast
ENSG00000115806	Breast
ENSG00000115966	Breast
ENSG00000116117	Breast
ENSG00000116127	Breast
ENSG00000116171	Breast
ENSG00000116183	Breast
ENSG00000116254	Breast
ENSG00000116299	Breast
ENSG00000116337	Breast
ENSG00000116711	Breast
ENSG00000116824	Breast
ENSG00000116871	Breast
ENSG00000116906	Breast
ENSG00000117054	Breast
ENSG00000117090	Breast
ENSG00000117139	Breast
ENSG00000117410	Breast
ENSG00000117480	Breast
ENSG00000117594	Breast
ENSG00000117758	Breast
ENSG00000118113	Breast
ENSG00000118156	Breast
ENSG00000118193	Breast
ENSG00000118197	Breast
ENSG00000118363	Breast
ENSG00000119203	Breast
ENSG00000119283	Breast
ENSG00000119403	Breast
ENSG00000119411	Breast
ENSG00000119421	Breast
ENSG00000119866	Breast
ENSG00000119929	Breast
ENSG00000119986	Breast
ENSG00000120156	Breast
ENSG00000120318	Breast
ENSG00000120438	Breast
ENSG00000120498	Breast
ENSG00000120688	Breast
ENSG00000120800	Breast
ENSG00000120907	Breast
ENSG00000121060	Breast
ENSG00000121390	Breast
ENSG00000121879	Breast
ENSG00000122176	Breast
ENSG00000122482	Breast
ENSG00000122483	Breast
ENSG00000122515	Breast
ENSG00000122696	Breast
ENSG00000122728	Breast
ENSG00000123143	Breast
ENSG00000123146	Breast
ENSG00000123352	Breast
ENSG00000123572	Breast
ENSG00000123977	Breast
ENSG00000124003	Breast
ENSG00000124104	Breast
ENSG00000124120	Breast
ENSG00000124181	Breast
ENSG00000124198	Breast
ENSG00000124279	Breast
ENSG00000124313	Breast
ENSG00000124571	Breast
ENSG00000124731	Breast
ENSG00000124831	Breast
ENSG00000124882	Breast
ENSG00000125247	Breast
ENSG00000125352	Breast
ENSG00000125447	Breast
ENSG00000125498	Breast
ENSG00000125731	Breast
ENSG00000125780	Breast
ENSG00000125869	Breast
ENSG00000125945	Breast
ENSG00000126432	Breast
ENSG00000126759	Breast
ENSG00000126777	Breast
ENSG00000126860	Breast
ENSG00000126883	Breast
ENSG00000126895	Breast
ENSG00000127191	Breast
ENSG00000127334	Breast
ENSG00000127481	Breast
ENSG00000127540	Breast
ENSG00000127603	Breast
ENSG00000127666	Breast
ENSG00000127914	Breast
ENSG00000127947	Breast
ENSG00000128340	Breast
ENSG00000128567	Breast
ENSG00000128573	Breast
ENSG00000128585	Breast
ENSG00000128591	Breast
ENSG00000128594	Breast
ENSG00000128596	Breast
ENSG00000128610	Breast
ENSG00000128815	Breast
ENSG00000129152	Breast
ENSG00000129194	Breast
ENSG00000129219	Breast
ENSG00000129315	Breast
ENSG00000130037	Breast
ENSG00000130052	Breast
ENSG00000130207	Breast
ENSG00000130226	Breast
ENSG00000130227	Breast
ENSG00000130779	Breast
ENSG00000130822	Breast
ENSG00000130943	Breast
ENSG00000130962	Breast
ENSG00000131482	Breast
ENSG00000131495	Breast
ENSG00000131503	Breast
ENSG00000131591	Breast
ENSG00000131831	Breast
ENSG00000131969	Breast
ENSG00000132128	Breast
ENSG00000132294	Breast
ENSG00000132326	Breast
ENSG00000132356	Breast
ENSG00000132361	Breast
ENSG00000132376	Breast
ENSG00000132481	Breast
ENSG00000132549	Breast
ENSG00000132554	Breast
ENSG00000132603	Breast
ENSG00000132623	Breast
ENSG00000132703	Breast
ENSG00000132749	Breast
ENSG00000132938	Breast
ENSG00000133107	Breast
ENSG00000133124	Breast
ENSG00000133454	Breast
ENSG00000133477	Breast
ENSG00000133703	Breast
ENSG00000133710	Breast
ENSG00000133858	Breast
ENSG00000133962	Breast
ENSG00000134013	Breast
ENSG00000134020	Breast
ENSG00000134030	Breast
ENSG00000134109	Breast
ENSG00000134115	Breast
ENSG00000134215	Breast
ENSG00000134283	Breast
ENSG00000134389	Breast
ENSG00000134668	Breast
ENSG00000134709	Breast
ENSG00000134759	Breast
ENSG00000134769	Breast
ENSG00000134775	Breast
ENSG00000134982	Breast
ENSG00000135097	Breast
ENSG00000135100	Breast
ENSG00000135241	Breast
ENSG00000135439	Breast
ENSG00000135596	Breast
ENSG00000135636	Breast
ENSG00000135709	Breast
ENSG00000135723	Breast
ENSG00000135776	Breast
ENSG00000135899	Breast
ENSG00000135902	Breast
ENSG00000135919	Breast
ENSG00000135953	Breast
ENSG00000135973	Breast
ENSG00000135999	Breast
ENSG00000136002	Breast
ENSG00000136068	Breast
ENSG00000136099	Breast
ENSG00000136112	Breast
ENSG00000136152	Breast
ENSG00000136235	Breast
ENSG00000136247	Breast
ENSG00000136267	Breast
ENSG00000136286	Breast
ENSG00000136450	Breast
ENSG00000136451	Breast
ENSG00000136492	Breast
ENSG00000136531	Breast
ENSG00000136542	Breast
ENSG00000136643	Breast
ENSG00000136824	Breast
ENSG00000137076	Breast
ENSG00000137166	Breast
ENSG00000137225	Breast
ENSG00000137337	Breast
ENSG00000137474	Breast
ENSG00000137486	Breast
ENSG00000137491	Breast
ENSG00000137501	Breast
ENSG00000137574	Breast
ENSG00000137642	Breast
ENSG00000137699	Breast
ENSG00000137802	Breast
ENSG00000137808	Breast
ENSG00000137812	Breast
ENSG00000137841	Breast
ENSG00000137842	Breast
ENSG00000137857	Breast
ENSG00000137872	Breast
ENSG00000137962	Breast
ENSG00000137975	Breast
ENSG00000138029	Breast
ENSG00000138039	Breast
ENSG00000138162	Breast
ENSG00000138246	Breast
ENSG00000138375	Breast
ENSG00000138378	Breast
ENSG00000138395	Breast
ENSG00000138430	Breast
ENSG00000138434	Breast
ENSG00000138593	Breast
ENSG00000138623	Breast
ENSG00000138674	Breast
ENSG00000138757	Breast
ENSG00000138769	Breast
ENSG00000138778	Breast
ENSG00000138784	Breast
ENSG00000138792	Breast
ENSG00000139055	Breast
ENSG00000139083	Breast
ENSG00000139269	Breast
ENSG00000139610	Breast
ENSG00000139617	Breast
ENSG00000139618	Breast
ENSG00000139625	Breast
ENSG00000139687	Breast
ENSG00000139697	Breast
ENSG00000139910	Breast
ENSG00000140105	Breast
ENSG00000140465	Breast
ENSG00000140474	Breast
ENSG00000140538	Breast
ENSG00000140688	Breast
ENSG00000140853	Breast
ENSG00000140948	Breast
ENSG00000140968	Breast
ENSG00000141150	Breast
ENSG00000141161	Breast
ENSG00000141371	Breast
ENSG00000141425	Breast
ENSG00000141505	Breast
ENSG00000141510	Breast
ENSG00000141551	Breast
ENSG00000141646	Breast
ENSG00000141736	Breast
ENSG00000142208	Breast
ENSG00000142319	Breast
ENSG00000142556	Breast
ENSG00000142619	Breast
ENSG00000142733	Breast
ENSG00000142949	Breast
ENSG00000143190	Breast
ENSG00000143297	Breast
ENSG00000143322	Breast
ENSG00000143337	Breast
ENSG00000143344	Breast
ENSG00000143520	Breast
ENSG00000143630	Breast
ENSG00000143669	Breast
ENSG00000143776	Breast
ENSG00000143799	Breast
ENSG00000144369	Breast
ENSG00000144535	Breast
ENSG00000144668	Breast
ENSG00000144857	Breast
ENSG00000144909	Breast
ENSG00000145331	Breast
ENSG00000145362	Breast
ENSG00000145390	Breast
ENSG00000145536	Breast
ENSG00000145675	Breast
ENSG00000145780	Breast
ENSG00000145808	Breast
ENSG00000145949	Breast
ENSG00000146232	Breast
ENSG00000146904	Breast
ENSG00000146918	Breast
ENSG00000146950	Breast
ENSG00000146966	Breast
ENSG00000147050	Breast
ENSG00000147100	Breast
ENSG00000147133	Breast
ENSG00000147224	Breast
ENSG00000147231	Breast
ENSG00000147234	Breast
ENSG00000147381	Breast
ENSG00000147507	Breast
ENSG00000147576	Breast
ENSG00000147889	Breast
ENSG00000148180	Breast
ENSG00000148219	Breast
ENSG00000148290	Breast
ENSG00000148400	Breast
ENSG00000148408	Breast
ENSG00000148468	Breast
ENSG00000148482	Breast
ENSG00000148513	Breast
ENSG00000148798	Breast
ENSG00000148843	Breast
ENSG00000148848	Breast
ENSG00000149100	Breast
ENSG00000149294	Breast
ENSG00000149311	Breast
ENSG00000149742	Breast
ENSG00000149972	Breast
ENSG00000150394	Breast
ENSG00000150526	Breast
ENSG00000150593	Breast
ENSG00000150760	Breast
ENSG00000150776	Breast
ENSG00000150995	Breast
ENSG00000151092	Breast
ENSG00000151093	Breast
ENSG00000151240	Breast
ENSG00000151320	Breast
ENSG00000151615	Breast
ENSG00000151617	Breast
ENSG00000151704	Breast
ENSG00000152104	Breast
ENSG00000152223	Breast
ENSG00000152284	Breast
ENSG00000152455	Breast
ENSG00000152503	Breast
ENSG00000152558	Breast
ENSG00000152749	Breast
ENSG00000152767	Breast
ENSG00000152953	Breast
ENSG00000153253	Breast
ENSG00000153294	Breast
ENSG00000153339	Breast
ENSG00000153721	Breast
ENSG00000153827	Breast
ENSG00000153922	Breast
ENSG00000153933	Breast
ENSG00000153951	Breast
ENSG00000154065	Breast
ENSG00000154134	Breast
ENSG00000154153	Breast
ENSG00000154358	Breast
ENSG00000154415	Breast
ENSG00000154447	Breast
ENSG00000154646	Breast
ENSG00000155465	Breast
ENSG00000155592	Breast
ENSG00000155657	Breast
ENSG00000155749	Breast
ENSG00000155827	Breast
ENSG00000155890	Breast
ENSG00000156218	Breast
ENSG00000156273	Breast
ENSG00000156650	Breast
ENSG00000156711	Breast
ENSG00000156831	Breast
ENSG00000156920	Breast
ENSG00000156925	Breast
ENSG00000156958	Breast
ENSG00000156976	Breast
ENSG00000157106	Breast
ENSG00000157212	Breast
ENSG00000157303	Breast
ENSG00000157404	Breast
ENSG00000157445	Breast
ENSG00000157500	Breast
ENSG00000157510	Breast
ENSG00000157551	Breast
ENSG00000157764	Breast
ENSG00000157766	Breast
ENSG00000157927	Breast
ENSG00000158077	Breast
ENSG00000158113	Breast
ENSG00000158125	Breast
ENSG00000158158	Breast
ENSG00000158683	Breast
ENSG00000159267	Breast
ENSG00000159461	Breast
ENSG00000160111	Breast
ENSG00000160183	Breast
ENSG00000160202	Breast
ENSG00000160255	Breast
ENSG00000160299	Breast
ENSG00000160539	Breast
ENSG00000160584	Breast
ENSG00000160683	Breast
ENSG00000160710	Breast
ENSG00000160712	Breast
ENSG00000160767	Breast
ENSG00000160856	Breast
ENSG00000160867	Breast
ENSG00000160883	Breast
ENSG00000160967	Breast
ENSG00000161091	Breast
ENSG00000161202	Breast
ENSG00000161714	Breast
ENSG00000161911	Breast
ENSG00000161999	Breast
ENSG00000162006	Breast
ENSG00000162066	Breast
ENSG00000162086	Breast
ENSG00000162236	Breast
ENSG00000162302	Breast
ENSG00000162365	Breast
ENSG00000162402	Breast
ENSG00000162409	Breast
ENSG00000162598	Breast
ENSG00000162687	Breast
ENSG00000162702	Breast
ENSG00000162885	Breast
ENSG00000163016	Breast
ENSG00000163026	Breast
ENSG00000163029	Breast
ENSG00000163060	Breast
ENSG00000163104	Breast
ENSG00000163159	Breast
ENSG00000163161	Breast
ENSG00000163162	Breast
ENSG00000163219	Breast
ENSG00000163312	Breast
ENSG00000163376	Breast
ENSG00000163482	Breast
ENSG00000163508	Breast
ENSG00000163531	Breast
ENSG00000163545	Breast
ENSG00000163554	Breast
ENSG00000163624	Breast
ENSG00000163673	Breast
ENSG00000163687	Breast
ENSG00000163751	Breast
ENSG00000163788	Breast
ENSG00000163803	Breast
ENSG00000163833	Breast
ENSG00000163840	Breast
ENSG00000163873	Breast
ENSG00000163918	Breast
ENSG00000163930	Breast
ENSG00000164050	Breast
ENSG00000164068	Breast
ENSG00000164117	Breast
ENSG00000164164	Breast
ENSG00000164190	Breast
ENSG00000164265	Breast
ENSG00000164418	Breast
ENSG00000164627	Breast
ENSG00000164796	Breast
ENSG00000164934	Breast
ENSG00000164946	Breast
ENSG00000164976	Breast
ENSG00000165192	Breast
ENSG00000165194	Breast
ENSG00000165197	Breast
ENSG00000165209	Breast
ENSG00000165410	Breast
ENSG00000165417	Breast
ENSG00000165424	Breast
ENSG00000165457	Breast
ENSG00000165512	Breast
ENSG00000165526	Breast
ENSG00000165626	Breast
ENSG00000165643	Breast
ENSG00000165659	Breast
ENSG00000165795	Breast
ENSG00000165899	Breast
ENSG00000165929	Breast
ENSG00000165970	Breast
ENSG00000166006	Breast
ENSG00000166157	Breast
ENSG00000166313	Breast
ENSG00000166348	Breast
ENSG00000166359	Breast
ENSG00000166387	Breast
ENSG00000166532	Breast
ENSG00000166670	Breast
ENSG00000166693	Breast
ENSG00000166860	Breast
ENSG00000166925	Breast
ENSG00000166963	Breast
ENSG00000167085	Breast
ENSG00000167165	Breast
ENSG00000167202	Breast
ENSG00000167394	Breast
ENSG00000167395	Breast
ENSG00000167460	Breast
ENSG00000167475	Breast
ENSG00000167524	Breast
ENSG00000167693	Breast
ENSG00000167972	Breast
ENSG00000168036	Breast
ENSG00000168077	Breast
ENSG00000168172	Breast
ENSG00000168303	Breast
ENSG00000168334	Breast
ENSG00000168447	Breast
ENSG00000168487	Breast
ENSG00000168685	Breast
ENSG00000168724	Breast
ENSG00000168994	Breast
ENSG00000169129	Breast
ENSG00000169231	Breast
ENSG00000169418	Breast
ENSG00000169562	Breast
ENSG00000169605	Breast
ENSG00000169910	Breast
ENSG00000170037	Breast
ENSG00000170209	Breast
ENSG00000170323	Breast
ENSG00000170606	Breast
ENSG00000170734	Breast
ENSG00000170790	Breast
ENSG00000170836	Breast
ENSG00000170889	Breast
ENSG00000170906	Breast
ENSG00000170946	Breast
ENSG00000171032	Breast
ENSG00000171094	Breast
ENSG00000171180	Breast
ENSG00000171227	Breast
ENSG00000171241	Breast
ENSG00000171316	Breast
ENSG00000171467	Breast
ENSG00000171505	Breast
ENSG00000171656	Breast
ENSG00000171853	Breast
ENSG00000171855	Breast
ENSG00000171862	Breast
ENSG00000171914	Breast
ENSG00000171988	Breast
ENSG00000172139	Breast
ENSG00000172154	Breast
ENSG00000172244	Breast
ENSG00000172269	Breast
ENSG00000172367	Breast
ENSG00000172469	Breast
ENSG00000172493	Breast
ENSG00000172554	Breast
ENSG00000172653	Breast
ENSG00000172733	Breast
ENSG00000172774	Breast
ENSG00000172819	Breast
ENSG00000173166	Breast
ENSG00000173209	Breast
ENSG00000173230	Breast
ENSG00000173369	Breast
ENSG00000173409	Breast
ENSG00000173611	Breast
ENSG00000173653	Breast
ENSG00000173801	Breast
ENSG00000173848	Breast
ENSG00000173905	Breast
ENSG00000174032	Breast
ENSG00000174276	Breast
ENSG00000174373	Breast
ENSG00000174473	Breast
ENSG00000174562	Breast
ENSG00000174775	Breast
ENSG00000174957	Breast
ENSG00000175054	Breast
ENSG00000175077	Breast
ENSG00000175175	Breast
ENSG00000175176	Breast
ENSG00000175182	Breast
ENSG00000175395	Breast
ENSG00000175497	Breast
ENSG00000175556	Breast
ENSG00000175907	Breast
ENSG00000175931	Breast
ENSG00000176101	Breast
ENSG00000176142	Breast
ENSG00000176225	Breast
ENSG00000176231	Breast
ENSG00000176358	Breast
ENSG00000176406	Breast
ENSG00000176601	Breast
ENSG00000176641	Breast
ENSG00000176783	Breast
ENSG00000177051	Breast
ENSG00000177150	Breast
ENSG00000177189	Breast
ENSG00000177192	Breast
ENSG00000177200	Breast
ENSG00000177453	Breast
ENSG00000177469	Breast
ENSG00000177511	Breast
ENSG00000177548	Breast
ENSG00000177943	Breast
ENSG00000178038	Breast
ENSG00000178105	Breast
ENSG00000178295	Breast
ENSG00000178732	Breast
ENSG00000178852	Breast
ENSG00000179094	Breast
ENSG00000179163	Breast
ENSG00000179178	Breast
ENSG00000179397	Breast
ENSG00000179709	Breast
ENSG00000179855	Breast
ENSG00000179918	Breast
ENSG00000180113	Breast
ENSG00000180182	Breast
ENSG00000180263	Breast
ENSG00000180316	Breast
ENSG00000180376	Breast
ENSG00000180817	Breast
ENSG00000180934	Breast
ENSG00000181013	Breast
ENSG00000181019	Breast
ENSG00000181090	Breast
ENSG00000181135	Breast
ENSG00000181143	Breast
ENSG00000181215	Breast
ENSG00000181220	Breast
ENSG00000181408	Breast
ENSG00000181616	Breast
ENSG00000181754	Breast
ENSG00000181789	Breast
ENSG00000181790	Breast
ENSG00000182070	Breast
ENSG00000182087	Breast
ENSG00000182482	Breast
ENSG00000182492	Breast
ENSG00000182601	Breast
ENSG00000182621	Breast
ENSG00000182670	Breast
ENSG00000182979	Breast
ENSG00000183091	Breast
ENSG00000183117	Breast
ENSG00000183145	Breast
ENSG00000183317	Breast
ENSG00000183454	Breast
ENSG00000183496	Breast
ENSG00000183621	Breast
ENSG00000183638	Breast
ENSG00000183729	Breast
ENSG00000183735	Breast
ENSG00000183862	Breast
ENSG00000183888	Breast
ENSG00000184058	Breast
ENSG00000184108	Breast
ENSG00000184156	Breast
ENSG00000184208	Breast
ENSG00000184216	Breast
ENSG00000184270	Breast
ENSG00000184313	Breast
ENSG00000184368	Breast
ENSG00000184634	Breast
ENSG00000184788	Breast
ENSG00000184792	Breast
ENSG00000184814	Breast
ENSG00000185033	Breast
ENSG00000185069	Breast
ENSG00000185246	Breast
ENSG00000185483	Breast
ENSG00000185670	Breast
ENSG00000185792	Breast
ENSG00000185798	Breast
ENSG00000185838	Breast
ENSG00000185920	Breast
ENSG00000185947	Breast
ENSG00000185982	Breast
ENSG00000186020	Breast
ENSG00000186094	Breast
ENSG00000186513	Breast
ENSG00000186575	Breast
ENSG00000186642	Breast
ENSG00000186648	Breast
ENSG00000186788	Breast
ENSG00000186862	Breast
ENSG00000186923	Breast
ENSG00000187005	Breast
ENSG00000187010	Breast
ENSG00000187021	Breast
ENSG00000187045	Breast
ENSG00000187080	Breast
ENSG00000187144	Breast
ENSG00000187187	Breast
ENSG00000187522	Breast
ENSG00000187741	Breast
ENSG00000187766	Breast
ENSG00000187775	Breast
ENSG00000187790	Breast
ENSG00000187871	Breast
ENSG00000188037	Breast
ENSG00000188157	Breast
ENSG00000188158	Breast
ENSG00000188175	Breast
ENSG00000188338	Breast
ENSG00000188379	Breast
ENSG00000188385	Breast
ENSG00000188641	Breast
ENSG00000188785	Breast
ENSG00000188803	Breast
ENSG00000189108	Breast
ENSG00000189132	Breast
ENSG00000189139	Breast
ENSG00000189221	Breast
ENSG00000196123	Breast
ENSG00000196220	Breast
ENSG00000196227	Breast
ENSG00000196270	Breast
ENSG00000196376	Breast
ENSG00000196418	Breast
ENSG00000196437	Breast
ENSG00000196455	Breast
ENSG00000196557	Breast
ENSG00000196562	Breast
ENSG00000196569	Breast
ENSG00000196616	Breast
ENSG00000196712	Breast
ENSG00000196911	Breast
ENSG00000196917	Breast
ENSG00000196923	Breast
ENSG00000196924	Breast
ENSG00000196943	Breast
ENSG00000197036	Breast
ENSG00000197150	Breast
ENSG00000197226	Breast
ENSG00000197263	Breast
ENSG00000197323	Breast
ENSG00000197415	Breast
ENSG00000197555	Breast
ENSG00000197576	Breast
ENSG00000197603	Breast
ENSG00000197614	Breast
ENSG00000197694	Breast
ENSG00000197728	Breast
ENSG00000197808	Breast
ENSG00000197847	Breast
ENSG00000197991	Breast
ENSG00000197996	Breast
ENSG00000198055	Breast
ENSG00000198198	Breast
ENSG00000198558	Breast
ENSG00000198561	Breast
ENSG00000198576	Breast
ENSG00000198589	Breast
ENSG00000198604	Breast
ENSG00000198646	Breast
ENSG00000198681	Breast
ENSG00000198691	Breast
ENSG00000198752	Breast
ENSG00000198756	Breast
ENSG00000198759	Breast
ENSG00000198767	Breast
ENSG00000198783	Breast
ENSG00000198788	Breast
ENSG00000198826	Breast
ENSG00000198839	Breast
ENSG00000198856	Breast
ENSG00000198900	Breast
ENSG00000198911	Breast
ENSG00000198934	Breast
ENSG00000198947	Breast
ENSG00000203664	Breast
ENSG00000203690	Breast
ENSG00000203739	Breast
ENSG00000203797	Breast
ENSG00000203805	Breast
ENSG00000203993	Breast
ENSG00000204065	Breast
ENSG00000204228	Breast
ENSG00000204301	Breast
ENSG00000204305	Breast
ENSG00000204314	Breast
ENSG00000204336	Breast
ENSG00000204351	Breast
ENSG00000204388	Breast
ENSG00000204432	Breast
ENSG00000204463	Breast
ENSG00000204469	Breast
ENSG00000204624	Breast
ENSG00000204842	Breast
ENSG00000204947	Breast
ENSG00000204956	Breast
ENSG00000204965	Breast
ENSG00000205339	Breast
ENSG00000205413	Breast
ENSG00000205659	Breast
ENSG00000205846	Breast
ENSG00000206072	Breast
ENSG00000206190	Breast
ENSG00000206285	Breast
ENSG00000206560	Breast
ENSG00000206573	Breast
ENSG00000211460	Breast
ENSG00000212128	Breast
ENSG00000213023	Breast
ENSG00000213123	Breast
ENSG00000213203	Breast
ENSG00000213281	Breast
ENSG00000213341	Breast
ENSG00000213420	Breast
ENSG00000214063	Breast
ENSG00000214309	Breast
ENSG00000214338	Breast
ENSG00000214575	Breast
ENSG00000214580	Breast
ENSG00000215301	Breast
ENSG00000215788	Breast
ENSG00000238243	Breast
HOXA3	Breast
LOC392546	Breast
TRAD	Breast
ENSG00000068078	Cervix
ENSG00000095002	Cervix
ENSG00000118046	Cervix
ENSG00000121879	Cervix
ENSG00000133703	Cervix
ENSG00000139618	Cervix
ENSG00000139687	Cervix
ENSG00000141510	Cervix
ENSG00000147889	Cervix
ENSG00000157764	Cervix
ENSG00000168036	Cervix
ENSG00000171862	Cervix
ENSG00000174775	Cervix
ENSG00000213281	Cervix
CXorf53	Colorectal
ENSG00000001497	Colorectal
ENSG00000002745	Colorectal
ENSG00000004846	Colorectal
ENSG00000005156	Colorectal
ENSG00000005381	Colorectal
ENSG00000007047	Colorectal
ENSG00000007264	Colorectal
ENSG00000008086	Colorectal
ENSG00000008323	Colorectal
ENSG00000008735	Colorectal
ENSG00000009335	Colorectal
ENSG00000009413	Colorectal
ENSG00000009694	Colorectal
ENSG00000009790	Colorectal
ENSG00000010327	Colorectal
ENSG00000012983	Colorectal
ENSG00000015413	Colorectal
ENSG00000015592	Colorectal
ENSG00000018236	Colorectal
ENSG00000018869	Colorectal
ENSG00000020129	Colorectal
ENSG00000020181	Colorectal
ENSG00000021762	Colorectal
ENSG00000021776	Colorectal
ENSG00000023287	Colorectal
ENSG00000026025	Colorectal
ENSG00000027075	Colorectal
ENSG00000027644	Colorectal
ENSG00000032514	Colorectal
ENSG00000036549	Colorectal
ENSG00000038382	Colorectal
ENSG00000039068	Colorectal
ENSG00000041515	Colorectal
ENSG00000044115	Colorectal
ENSG00000044524	Colorectal
ENSG00000046889	Colorectal
ENSG00000047578	Colorectal
ENSG00000047617	Colorectal
ENSG00000047936	Colorectal
ENSG00000048028	Colorectal
ENSG00000049249	Colorectal
ENSG00000049449	Colorectal
ENSG00000050030	Colorectal
ENSG00000050748	Colorectal
ENSG00000053524	Colorectal
ENSG00000053900	Colorectal
ENSG00000055609	Colorectal
ENSG00000055955	Colorectal
ENSG00000056345	Colorectal
ENSG00000057663	Colorectal
ENSG00000058272	Colorectal
ENSG00000058404	Colorectal
ENSG00000058799	Colorectal
ENSG00000060138	Colorectal
ENSG00000060237	Colorectal
ENSG00000060339	Colorectal
ENSG00000060656	Colorectal
ENSG00000060709	Colorectal
ENSG00000062194	Colorectal
ENSG00000064102	Colorectal
ENSG00000064313	Colorectal
ENSG00000065243	Colorectal
ENSG00000065559	Colorectal
ENSG00000065675	Colorectal
ENSG00000066629	Colorectal
ENSG00000066777	Colorectal
ENSG00000067191	Colorectal
ENSG00000067369	Colorectal
ENSG00000067606	Colorectal
ENSG00000067798	Colorectal
ENSG00000068078	Colorectal
ENSG00000068137	Colorectal
ENSG00000068366	Colorectal
ENSG00000068650	Colorectal
ENSG00000069667	Colorectal
ENSG00000070159	Colorectal
ENSG00000070808	Colorectal
ENSG00000070814	Colorectal
ENSG00000070886	Colorectal
ENSG00000071242	Colorectal
ENSG00000071564	Colorectal
ENSG00000072818	Colorectal
ENSG00000073050	Colorectal
ENSG00000073734	Colorectal
ENSG00000073910	Colorectal
ENSG00000074964	Colorectal
ENSG00000075290	Colorectal
ENSG00000075391	Colorectal
ENSG00000075705	Colorectal
ENSG00000075790	Colorectal
ENSG00000076242	Colorectal
ENSG00000076928	Colorectal
ENSG00000076984	Colorectal
ENSG00000077092	Colorectal
ENSG00000077232	Colorectal
ENSG00000077264	Colorectal
ENSG00000077274	Colorectal
ENSG00000077454	Colorectal
ENSG00000077782	Colorectal
